reduced_formula,group_size,target_mean,target_std,target_min,target_max,n_unique_elements_mean
MgRuN3,2,2.1799999999999997,0.9899494936611662,1.48,2.88,3.0
MgRuNO2,2,1.21,0.07071067811865482,1.16,1.26,4.0
MgRuNOF,2,1.69,0.3252691193458118,1.46,1.92,5.0
MgRuO2F,2,1.32,0.05656854249492385,1.28,1.36,4.0
MgRuO3,2,1.3599999999999999,0.48083261120685217,1.02,1.7,3.0
MgRuSO2,2,1.06,0.028284271247461926,1.04,1.08,4.0
MgSbN2O,2,1.52,0.14142135623730964,1.42,1.62,4.0
MgSbN3,2,2.03,0.3252691193458116,1.8,2.26,3.0
MgSbNO2,2,1.11,0.3535533905932739,0.86,1.36,4.0
MgSbNOF,2,1.27,0.04242640687119289,1.24,1.3,5.0
MgSbO2F,2,0.8600000000000001,0.282842712474619,0.66,1.06,4.0
MgSbO3,2,0.83,0.15556349186104043,0.72,0.94,3.0
MgSbSO2,2,0.9199999999999999,0.028284271247461888,0.9,0.94,4.0
MgScN2O,2,1.94,0.08485281374238578,1.88,2.0,4.0
MgScN3,2,2.13,0.07071067811865497,2.08,2.18,3.0
MgScNO2,2,1.1,0.1979898987322334,0.96,1.24,4.0
MgScNOF,2,1.31,0.12727922061357844,1.22,1.4,5.0
MgScO2F,2,0.7,0.08485281374238574,0.64,0.76,4.0
MgScO3,2,0.8200000000000001,0.11313708498984766,0.74,0.9,3.0
MgScSO2,2,1.18,0.4525483399593905,0.86,1.5,4.0
MgSiN2O,2,2.03,1.1455129855222068,1.22,2.84,4.0
MgSiN3,2,2.2199999999999998,1.1596551211459383,1.4,3.04,3.0
MgSiNO2,2,1.48,1.1596551211459378,0.66,2.3,4.0
MgSiNOF,2,1.55,0.8343860018001261,0.96,2.14,5.0
MgSiO2F,2,1.26,0.39597979746446665,0.98,1.54,4.0
MgSiO3,2,1.1600000000000001,1.2445079348883235,0.28,2.04,3.0
MgSiSO2,2,1.16,0.36769552621700463,0.9,1.42,4.0
MgSnN2O,2,1.54,0.16970562748477147,1.42,1.66,4.0
MgSnN3,2,1.9300000000000002,0.1272792206135786,1.84,2.02,3.0
MgSnNO2,2,0.9,0.19798989873223333,0.76,1.04,4.0
MgSnNOF,2,1.14,0.0,1.14,1.14,5.0
MgSnO2F,2,0.73,0.21213203435596428,0.58,0.88,4.0
MgSnO3,2,0.5,0.25455844122715715,0.32,0.68,3.0
MgSnSO2,2,1.08,0.3111269837220809,0.86,1.3,4.0
MgTaN2O,2,1.1,0.5374011537017761,0.72,1.48,4.0
MgTaN3,2,1.47,0.4384062043356595,1.16,1.78,3.0
MgTaNO2,2,0.59,0.5798275605729689,0.18,1.0,4.0
MgTaNOF,2,1.3599999999999999,0.565685424949238,0.96,1.76,5.0
MgTaO2F,2,1.08,0.3394112549695429,0.84,1.32,4.0
MgTaO3,2,0.5900000000000001,0.29698484809835,0.38,0.8,3.0
MgTaSO2,2,1.08,0.4808326112068524,0.74,1.42,4.0
MgTeN2O,2,1.6099999999999999,0.07071067811865459,1.56,1.66,4.0
MgTeN3,2,2.1799999999999997,0.3959797974644665,1.9,2.46,3.0
MgTeNO2,2,1.38,0.311126983722081,1.16,1.6,4.0
MgTeNOF,2,1.4100000000000001,0.12727922061357844,1.32,1.5,5.0
MgTeO2F,2,1.01,0.04242640687119289,0.98,1.04,4.0
MgTeO3,2,0.9299999999999999,0.3252691193458118,0.7,1.16,3.0
MgTeSO2,2,1.08,0.028284271247461926,1.06,1.1,4.0
MgTiN2O,2,1.43,0.2969848480983499,1.22,1.64,4.0
MgTiN3,2,1.6400000000000001,0.19798989873223324,1.5,1.78,3.0
MgTiNO2,2,0.8600000000000001,0.3111269837220809,0.64,1.08,4.0
MgTiNOF,2,1.17,0.6929646455628165,0.68,1.66,5.0
MgTiO2F,2,0.7,0.39597979746446665,0.42,0.98,4.0
MgTiO3,2,0.4,0.5374011537017761,0.02,0.78,3.0
MgTiSO2,2,0.8,0.42426406871192857,0.5,1.1,4.0
MgTlN2O,2,2.34,0.31112698372208103,2.12,2.56,4.0
MgTlN3,2,2.65,0.3252691193458118,2.42,2.88,3.0
MgTlNO2,2,1.75,0.21213203435596414,1.6,1.9,4.0
MgTlNOF,2,1.62,0.39597979746446643,1.34,1.9,5.0
MgTlO2F,2,1.08,0.39597979746446665,0.8,1.36,4.0
MgTlO3,2,1.3399999999999999,0.2545584412271571,1.16,1.52,3.0
MgTlSO2,2,1.27,0.15556349186104051,1.16,1.38,4.0
MgVN2O,2,1.51,0.8626702730475879,0.9,2.12,4.0
MgVN3,2,1.8900000000000001,0.8909545442950499,1.26,2.52,3.0
MgVNO2,2,0.9400000000000001,0.8485281374238571,0.34,1.54,4.0
MgVNOF,2,1.25,0.6363961030678927,0.8,1.7,5.0
MgVO2F,2,0.65,0.29698484809834996,0.44,0.86,4.0
MgVO3,2,0.55,0.7495331880577404,0.02,1.08,3.0
MgVSO2,2,0.71,0.2687005768508881,0.52,0.9,4.0
MgWN2O,2,1.0699999999999998,0.5232590180780453,0.7,1.44,4.0
MgWN3,2,1.32,0.7353910524340095,0.8,1.84,3.0
MgWNO2,2,0.72,0.4525483399593905,0.4,1.04,4.0
MgWNOF,2,1.4300000000000002,0.6081118318204308,1.0,1.86,5.0
MgWO2F,2,1.19,0.268700576850888,1.0,1.38,4.0
MgWO3,2,0.63,0.29698484809834996,0.42,0.84,3.0
MgWSO2,2,1.1800000000000002,0.5374011537017761,0.8,1.56,4.0
MgZnN2O,2,2.24,0.197989898732233,2.1,2.38,4.0
MgZnN3,2,2.51,0.21213203435596428,2.36,2.66,3.0
MgZnNO2,2,1.5899999999999999,0.1272792206135786,1.5,1.68,4.0
MgZnNOF,2,1.56,0.028284271247461926,1.54,1.58,5.0
MgZnO2F,2,0.95,0.014142135623730963,0.94,0.96,4.0
MgZnO3,2,1.15,0.24041630560342614,0.98,1.32,3.0
MgZnSO2,2,1.27,0.5232590180780451,0.9,1.64,4.0
MgZrN2O,2,1.35,0.21213203435596437,1.2,1.5,4.0
MgZrN3,2,1.68,0.0,1.68,1.68,3.0
MgZrNO2,2,0.6799999999999999,0.25455844122715704,0.5,0.86,4.0
MgZrNOF,2,1.03,0.3818376618407357,0.76,1.3,5.0
MgZrO2F,2,0.71,0.18384776310850237,0.58,0.84,4.0
MgZrO3,2,0.35000000000000003,0.29698484809834996,0.14,0.56,3.0
MgZrSO2,2,1.05,0.6363961030678928,0.6,1.5,4.0
MnAgN2O,2,1.68,0.36769552621700474,1.42,1.94,4.0
MnAgN3,2,1.6600000000000001,0.1979898987322334,1.52,1.8,3.0
MnAgNO2,2,1.38,0.48083261120685217,1.04,1.72,4.0
MnAgNOF,2,1.42,0.6505382386916236,0.96,1.88,5.0
MnAgO2F,2,1.03,0.6363961030678928,0.58,1.48,4.0
MnAgO3,2,1.08,0.39597979746446665,0.8,1.36,3.0
MnAgSO2,2,1.17,0.3818376618407356,0.9,1.44,4.0
MnAlN2O,2,1.56,0.14142135623730956,1.46,1.66,4.0
MnAlN3,2,1.33,0.4384062043356593,1.02,1.64,3.0
MnAlNO2,2,1.1600000000000001,0.28284271247461906,0.96,1.36,4.0
MnAlNOF,2,1.19,0.46669047558312143,0.86,1.52,5.0
MnAlO2F,2,0.62,0.5091168824543142,0.26,0.98,4.0
MnAlO3,2,0.79,0.3818376618407357,0.52,1.06,3.0
MnAlSO2,2,1.1099999999999999,0.15556349186104051,1.0,1.22,4.0
MnAsN2O,2,1.01,0.07071067811865482,0.96,1.06,4.0
MnAsN3,2,1.63,0.07071067811865459,1.58,1.68,3.0
MnAsNO2,2,0.8600000000000001,0.25455844122715704,0.68,1.04,4.0
MnAsNOF,2,1.25,0.07071067811865482,1.2,1.3,5.0
MnAsO2F,2,0.8,0.08485281374238574,0.74,0.86,4.0
MnAsO3,2,0.5800000000000001,0.08485281374238574,0.52,0.64,3.0
MnAsSO2,2,0.87,0.014142135623730963,0.86,0.88,4.0
MnAuN2O,2,1.63,0.3535533905932738,1.38,1.88,4.0
MnAuN3,2,1.65,0.26870057685088805,1.46,1.84,3.0
MnAuNO2,2,1.46,0.28284271247461895,1.26,1.66,4.0
MnAuNOF,2,1.5699999999999998,0.5232590180780451,1.2,1.94,5.0
MnAuO2F,2,1.23,0.4949747468305833,0.88,1.58,4.0
MnAuO3,2,1.24,0.2262741699796951,1.08,1.4,3.0
MnAuSO2,2,1.24,0.25455844122715704,1.06,1.42,4.0
MnBN2O,2,1.5899999999999999,0.15556349186104051,1.48,1.7,4.0
MnBN3,2,1.69,0.014142135623730963,1.68,1.7,3.0
MnBNO2,2,1.4300000000000002,0.2121320343559642,1.28,1.58,4.0
MnBNOF,2,1.7000000000000002,0.5939696961967,1.28,2.12,5.0
MnBO2F,2,1.3599999999999999,0.5939696961966999,0.94,1.78,4.0
MnBO3,2,1.21,0.4384062043356595,0.9,1.52,3.0
MnBSO2,2,1.4500000000000002,0.2404163056034263,1.28,1.62,4.0
MnBeN2O,2,1.49,0.1555634918610406,1.38,1.6,4.0
MnBeN3,2,1.58,0.39597979746446665,1.3,1.86,3.0
MnBeNO2,2,1.0899999999999999,0.1272792206135786,1.0,1.18,4.0
MnBeNOF,2,1.51,0.3252691193458118,1.28,1.74,5.0
MnBeO2F,2,0.86,0.16970562748477142,0.74,0.98,4.0
MnBeO3,2,1.11,0.3252691193458119,0.88,1.34,3.0
MnBeSO2,2,1.09,0.014142135623730963,1.08,1.1,4.0
MnBiN2O,2,1.19,0.2969848480983499,0.98,1.4,4.0
MnBiN3,2,1.4100000000000001,0.5232590180780453,1.04,1.78,3.0
MnBiNO2,2,1.02,0.6222539674441618,0.58,1.46,4.0
MnBiNOF,2,1.4500000000000002,1.0889444430272832,0.68,2.22,5.0
MnBiO2F,2,0.87,0.15556349186104043,0.76,0.98,4.0
MnBiO3,2,0.63,0.6081118318204309,0.2,1.06,3.0
MnBiSO2,2,0.8,0.1979898987322333,0.66,0.94,4.0
MnCdN2O,2,1.48,0.45254833995939053,1.16,1.8,4.0
MnCdN3,2,1.53,0.3252691193458118,1.3,1.76,3.0
MnCdNO2,2,1.29,0.8343860018001261,0.7,1.88,4.0
MnCdNOF,2,1.2,0.6505382386916236,0.74,1.66,5.0
MnCdO2F,2,0.71,0.6363961030678927,0.26,1.16,4.0
MnCdO3,2,0.7000000000000001,0.5091168824543143,0.34,1.06,3.0
MnCdSO2,2,1.31,0.7495331880577404,0.78,1.84,4.0
MnCoN2O,2,1.1,0.14142135623730956,1.0,1.2,4.0
MnCoN3,2,1.21,0.07071067811865482,1.16,1.26,3.0
MnCoNO2,2,1.11,0.014142135623730963,1.1,1.12,4.0
MnCoNOF,2,1.1400000000000001,0.056568542494923615,1.1,1.18,5.0
MnCoO2F,2,0.73,0.04242640687119289,0.7,0.76,4.0
MnCoO3,2,0.6799999999999999,0.028284271247461808,0.66,0.7,3.0
MnCoSO2,2,0.9099999999999999,0.0707106781186547,0.86,0.96,4.0
MnCrN2O,2,0.98,0.05656854249492385,0.94,1.02,4.0
MnCrN3,2,0.9099999999999999,0.09899494936611662,0.84,0.98,3.0
MnCrNO2,2,0.74,0.19798989873223333,0.6,0.88,4.0
MnCrNOF,2,0.86,0.11313708498984755,0.78,0.94,5.0
MnCrO2F,2,0.32,0.16970562748477142,0.2,0.44,4.0
MnCrO3,2,0.36,0.16970562748477142,0.24,0.48,3.0
MnCrSO2,2,0.65,0.04242640687119289,0.62,0.68,4.0
MnCuN2O,2,1.5,0.05656854249492385,1.46,1.54,4.0
MnCuN3,2,1.4300000000000002,0.24041630560342614,1.26,1.6,3.0
MnCuNO2,2,1.05,0.2687005768508881,0.86,1.24,4.0
MnCuNOF,2,1.23,0.268700576850888,1.04,1.42,5.0
MnCuO2F,2,0.8400000000000001,0.2262741699796952,0.68,1.0,4.0
MnCuO3,2,0.9199999999999999,0.08485281374238567,0.86,0.98,3.0
MnCuSO2,2,0.9299999999999999,0.014142135623730845,0.92,0.94,4.0
MnFeN2O,2,1.01,0.014142135623730963,1.0,1.02,4.0
MnFeN3,2,1.08,0.05656854249492385,1.04,1.12,3.0
MnFeNO2,2,0.87,0.07071067811865482,0.82,0.92,4.0
MnFeNOF,2,1.05,0.07071067811865482,1.0,1.1,5.0
MnFeO2F,2,0.6000000000000001,0.05656854249492382,0.56,0.64,4.0
MnFeO3,2,0.6000000000000001,0.05656854249492382,0.56,0.64,3.0
MnFeSO2,2,0.81,0.042426406871192854,0.78,0.84,4.0
MnGaN2O,2,1.06,0.11313708498984747,0.98,1.14,4.0
MnGaN3,2,1.47,0.5798275605729689,1.06,1.88,3.0
MnGaNO2,2,0.8,0.11313708498984766,0.72,0.88,4.0
MnGaNOF,2,0.9099999999999999,0.042426406871192854,0.88,0.94,5.0
MnGaO2F,2,0.38,0.08485281374238571,0.32,0.44,4.0
MnGaO3,2,0.6200000000000001,0.08485281374238574,0.56,0.68,3.0
MnGaSO2,2,0.89,0.014142135623730963,0.88,0.9,4.0
MnGeN2O,2,1.24,0.05656854249492385,1.2,1.28,4.0
MnGeN3,2,1.1099999999999999,0.18384776310850245,0.98,1.24,3.0
MnGeNO2,2,0.81,0.014142135623730925,0.8,0.82,4.0
MnGeNOF,2,0.85,0.014142135623730963,0.84,0.86,5.0
MnGeO2F,2,0.54,0.1414213562373095,0.44,0.64,4.0
MnGeO3,2,0.33999999999999997,0.02828427124746191,0.32,0.36,3.0
MnGeSO2,2,0.72,0.0,0.72,0.72,4.0
MnHgN2O,2,1.93,0.7778174593052023,1.38,2.48,4.0
MnHgN3,2,2.17,0.8343860018001259,1.58,2.76,3.0
MnHgNO2,2,1.54,0.7353910524340095,1.02,2.06,4.0
MnHgNOF,2,1.42,0.7071067811865475,0.92,1.92,5.0
MnHgO2F,2,1.04,0.6505382386916237,0.58,1.5,4.0
MnHgO3,2,1.19,0.7212489168102785,0.68,1.7,3.0
MnHgSO2,2,1.0,0.25455844122715715,0.82,1.18,4.0
MnInN2O,2,1.25,0.24041630560342606,1.08,1.42,4.0
MnInN3,2,1.43,0.3535533905932738,1.18,1.68,3.0
MnInNO2,2,0.79,0.21213203435596426,0.64,0.94,4.0
MnInNOF,2,0.98,0.36769552621700474,0.72,1.24,5.0
MnInO2F,2,0.46,0.2545584412271571,0.28,0.64,4.0
MnInO3,2,0.64,0.5091168824543142,0.28,1.0,3.0
MnInSO2,2,0.78,0.14142135623730948,0.68,0.88,4.0
MnIrN2O,2,1.42,0.1979898987322334,1.28,1.56,4.0
MnIrN3,2,1.54,0.22627416997969516,1.38,1.7,3.0
MnIrNO2,2,1.13,0.04242640687119265,1.1,1.16,4.0
MnIrNOF,2,1.6600000000000001,0.22627416997969516,1.5,1.82,5.0
MnIrO2F,2,1.35,0.12727922061357844,1.26,1.44,4.0
MnIrO3,2,1.24,0.33941125496954283,1.0,1.48,3.0
MnIrSO2,2,1.0699999999999998,0.15556349186104035,0.96,1.18,4.0
MnMoN2O,2,0.9099999999999999,0.04242640687119277,0.88,0.94,4.0
MnMoN3,2,0.8400000000000001,0.25455844122715715,0.66,1.02,3.0
MnMoNO2,2,0.79,0.3818376618407357,0.52,1.06,4.0
MnMoNOF,2,1.01,0.2404163056034262,0.84,1.18,5.0
MnMoO2F,2,1.17,0.35355339059327373,0.92,1.42,4.0
MnMoO3,2,0.62,0.33941125496954283,0.38,0.86,3.0
MnMoSO2,2,0.8500000000000001,0.29698484809835,0.64,1.06,4.0
MnNbN2O,2,0.77,0.4384062043356595,0.46,1.08,4.0
MnNbN3,2,0.9099999999999999,0.0989949493661167,0.84,0.98,3.0
MnNbNO2,2,0.4,0.31112698372208086,0.18,0.62,4.0
MnNbNOF,2,0.97,0.2969848480983499,0.76,1.18,5.0
MnNbO2F,2,1.1400000000000001,0.19798989873223324,1.0,1.28,4.0
MnNbO3,2,0.41,0.26870057685088805,0.22,0.6,3.0
MnNbSO2,2,0.74,0.25455844122715704,0.56,0.92,4.0
MnNiN2O,2,1.57,0.014142135623730963,1.56,1.58,4.0
MnNiN3,2,1.54,0.16970562748477147,1.42,1.66,3.0
MnNiNO2,2,1.21,0.04242640687119289,1.18,1.24,4.0
MnNiNOF,2,1.2,0.028284271247461926,1.18,1.22,5.0
MnNiO2F,2,0.78,0.08485281374238567,0.72,0.84,4.0
MnNiO3,2,0.97,0.014142135623730963,0.96,0.98,3.0
MnNiSO2,2,0.97,0.0707106781186547,0.92,1.02,4.0
MnOsN2O,2,1.33,0.07071067811865474,1.28,1.38,4.0
MnOsN3,2,1.43,0.07071067811865482,1.38,1.48,3.0
MnOsNO2,2,1.1800000000000002,0.1414213562373094,1.08,1.28,4.0
MnOsNOF,2,1.55,0.3818376618407357,1.28,1.82,5.0
MnOsO2F,2,1.83,0.3818376618407357,1.56,2.1,4.0
MnOsO3,2,1.25,0.3252691193458118,1.02,1.48,3.0
MnOsSO2,2,1.09,0.04242640687119289,1.06,1.12,4.0
MnPbN2O,2,1.29,0.4101219330881976,1.0,1.58,4.0
MnPbN3,2,1.54,0.5091168824543143,1.18,1.9,3.0
MnPbNO2,2,0.8699999999999999,0.4101219330881975,0.58,1.16,4.0
MnPbNOF,2,1.09,0.6646803743153546,0.62,1.56,5.0
MnPbO2F,2,0.6000000000000001,0.6788225099390857,0.12,1.08,4.0
MnPbO3,2,0.69,0.6929646455628165,0.2,1.18,3.0
MnPbSO2,2,0.8800000000000001,0.33941125496954283,0.64,1.12,4.0
MnPdN2O,2,1.5,0.05656854249492385,1.46,1.54,4.0
MnPdN3,2,1.6099999999999999,0.0989949493661165,1.54,1.68,3.0
MnPdNO2,2,1.27,0.09899494936611673,1.2,1.34,4.0
MnPdNOF,2,1.36,0.33941125496954283,1.12,1.6,5.0
MnPdO2F,2,1.05,0.3535533905932738,0.8,1.3,4.0
MnPdO3,2,1.06,0.05656854249492385,1.02,1.1,3.0
MnPdSO2,2,1.1099999999999999,0.2121320343559642,0.96,1.26,4.0
MnPtN2O,2,1.5899999999999999,0.12727922061357844,1.5,1.68,4.0
MnPtN3,2,1.6400000000000001,0.1414213562373094,1.54,1.74,3.0
MnPtNO2,2,1.3900000000000001,0.07071067811865474,1.34,1.44,4.0
MnPtNOF,2,1.54,0.16970562748477133,1.42,1.66,5.0
MnPtO2F,2,1.21,0.09899494936611673,1.14,1.28,4.0
MnPtO3,2,1.22,0.1131370849898477,1.14,1.3,3.0
MnPtSO2,2,1.1600000000000001,0.19798989873223324,1.02,1.3,4.0
MnReN2O,2,0.92,0.22627416997969527,0.76,1.08,4.0
MnReN3,2,1.35,0.6363961030678928,0.9,1.8,3.0
MnReNO2,2,1.06,0.6788225099390857,0.58,1.54,4.0
MnReNOF,2,1.33,0.4666904755831214,1.0,1.66,5.0
MnReO2F,2,1.21,0.2969848480983499,1.0,1.42,4.0
MnReO3,2,0.9600000000000001,0.5656854249492381,0.56,1.36,3.0
MnReSO2,2,0.98,0.2262741699796952,0.82,1.14,4.0
MnRhN2O,2,1.26,0.1131370849898477,1.18,1.34,4.0
MnRhN3,2,1.44,0.16970562748477147,1.32,1.56,3.0
MnRhNO2,2,1.04,0.1131370849898477,0.96,1.12,4.0
MnRhNOF,2,1.3599999999999999,0.11313708498984763,1.28,1.44,5.0
MnRhO2F,2,1.0899999999999999,0.15556349186104051,0.98,1.2,4.0
MnRhO3,2,1.0,0.11313708498984766,0.92,1.08,3.0
MnRhSO2,2,0.99,0.21213203435596417,0.84,1.14,4.0
MnRuN2O,2,1.35,0.1838477631085023,1.22,1.48,4.0
MnRuN3,2,1.23,0.1272792206135787,1.14,1.32,3.0
MnRuNO2,2,1.1400000000000001,0.16970562748477147,1.02,1.26,4.0
MnRuNOF,2,1.33,0.014142135623730963,1.32,1.34,5.0
MnRuO2F,2,1.5,0.6505382386916236,1.04,1.96,4.0
MnRuO3,2,0.9099999999999999,0.0989949493661167,0.84,0.98,3.0
MnRuSO2,2,0.98,0.028284271247461926,0.96,1.0,4.0
MnSbN2O,2,0.88,0.05656854249492385,0.84,0.92,4.0
MnSbN3,2,1.52,0.31112698372208086,1.3,1.74,3.0
MnSbNO2,2,0.79,0.12727922061357855,0.7,0.88,4.0
MnSbNOF,2,0.98,0.2262741699796952,0.82,1.14,5.0
MnSbO2F,2,1.13,0.806101730552664,0.56,1.7,4.0
MnSbO3,2,0.49,0.09899494936611668,0.42,0.56,3.0
MnSbSO2,2,0.79,0.15556349186104043,0.68,0.9,4.0
MnSiN2O,2,1.39,0.6929646455628165,0.9,1.88,4.0
MnSiN3,2,1.0899999999999999,0.07071067811865459,1.04,1.14,3.0
MnSiNO2,2,1.1800000000000002,0.5939696961967,0.76,1.6,4.0
MnSiNOF,2,1.23,0.46669047558312143,0.9,1.56,5.0
MnSiO2F,2,1.08,0.16970562748477133,0.96,1.2,4.0
MnSiO3,2,0.67,0.4949747468305833,0.32,1.02,3.0
MnSiSO2,2,1.19,0.3252691193458118,0.96,1.42,4.0
MnSnN2O,2,1.04,0.05656854249492385,1.0,1.08,4.0
MnSnN3,2,1.25,0.2969848480983499,1.04,1.46,3.0
MnSnNO2,2,0.6699999999999999,0.07071067811865478,0.62,0.72,4.0
MnSnNOF,2,0.81,0.24041630560342608,0.64,0.98,5.0
MnSnO2F,2,0.47,0.3535533905932738,0.22,0.72,4.0
MnSnO3,2,0.28,0.08485281374238572,0.22,0.34,3.0
MnSnSO2,2,0.77,0.12727922061357852,0.68,0.86,4.0
MnTeN2O,2,1.22,0.4525483399593905,0.9,1.54,4.0
MnTeN3,2,1.6800000000000002,0.22627416997969532,1.52,1.84,3.0
MnTeNO2,2,1.0899999999999999,0.1272792206135786,1.0,1.18,4.0
MnTeNOF,2,1.25,0.24041630560342606,1.08,1.42,5.0
MnTeO2F,2,1.38,0.7636753236814714,0.84,1.92,4.0
MnTeO3,2,0.88,0.14142135623730948,0.78,0.98,3.0
MnTeSO2,2,1.02,0.08485281374238578,0.96,1.08,4.0
MnTlN2O,2,2.2600000000000002,1.3293607486307095,1.32,3.2,4.0
MnTlN3,2,2.1500000000000004,0.834386001800126,1.56,2.74,3.0
MnTlNO2,2,1.39,0.7778174593052023,0.84,1.94,4.0
MnTlNOF,2,1.28,0.6505382386916237,0.82,1.74,5.0
MnTlO2F,2,0.79,0.5798275605729689,0.38,1.2,4.0
MnTlO3,2,0.99,0.6929646455628166,0.5,1.48,3.0
MnTlSO2,2,0.98,0.22627416997969513,0.82,1.14,4.0
MnVN2O,2,0.64,0.22627416997969527,0.48,0.8,4.0
MnVN3,2,1.21,0.07071067811865482,1.16,1.26,3.0
MnVNO2,2,0.54,0.42426406871192845,0.24,0.84,4.0
MnVNOF,2,0.84,0.19798989873223333,0.7,0.98,5.0
MnVO2F,2,0.47,0.18384776310850232,0.34,0.6,4.0
MnVO3,2,0.25,0.09899494936611666,0.18,0.32,3.0
MnVSO2,2,0.63,0.26870057685088805,0.44,0.82,4.0
MnWN2O,2,0.8500000000000001,0.24041630560342608,0.68,1.02,4.0
MnWN3,2,0.8200000000000001,0.39597979746446665,0.54,1.1,3.0
MnWNO2,2,0.86,0.6222539674441618,0.42,1.3,4.0
MnWNOF,2,1.18,0.4808326112068523,0.84,1.52,5.0
MnWO2F,2,1.07,0.3818376618407357,0.8,1.34,4.0
MnWO3,2,0.8200000000000001,0.6505382386916237,0.36,1.28,3.0
MnWSO2,2,0.95,0.4101219330881975,0.66,1.24,4.0
MnZnN2O,2,1.67,0.4101219330881976,1.38,1.96,4.0
MnZnN3,2,1.7600000000000002,0.6505382386916239,1.3,2.22,3.0
MnZnNO2,2,1.1099999999999999,0.5232590180780453,0.74,1.48,4.0
MnZnNOF,2,1.16,0.31112698372208086,0.94,1.38,5.0
MnZnO2F,2,0.59,0.15556349186104043,0.48,0.7,4.0
MnZnO3,2,0.77,0.551543289325507,0.38,1.16,3.0
MnZnSO2,2,1.24,0.5091168824543143,0.88,1.6,4.0
MoAsN2O,2,1.14,0.0,1.14,1.14,4.0
MoAsN3,2,1.48,0.19798989873223324,1.34,1.62,3.0
MoAsNO2,2,1.23,0.3535533905932738,0.98,1.48,4.0
MoAsNOF,2,1.05,0.3535533905932738,0.8,1.3,5.0
MoAsO2F,2,1.01,0.12727922061357863,0.92,1.1,4.0
MoAsO3,2,1.0,0.16970562748477153,0.88,1.12,3.0
MoAsSO2,2,1.25,0.014142135623730963,1.24,1.26,4.0
MoAuN2O,2,1.4100000000000001,0.6363961030678927,0.96,1.86,4.0
MoAuN3,2,1.58,0.6788225099390857,1.1,2.06,3.0
MoAuNO2,2,1.37,0.6646803743153546,0.9,1.84,4.0
MoAuNOF,2,1.51,0.9192388155425119,0.86,2.16,5.0
MoAuO2F,2,1.37,0.8909545442950499,0.74,2.0,4.0
MoAuO3,2,1.24,0.7353910524340095,0.72,1.76,3.0
MoAuSO2,2,1.23,0.6081118318204308,0.8,1.66,4.0
MoIrN2O,2,1.05,0.4384062043356595,0.74,1.36,4.0
MoIrN3,2,1.29,0.12727922061357844,1.2,1.38,3.0
MoIrNO2,2,1.48,0.028284271247461926,1.46,1.5,4.0
MoIrNOF,2,1.4300000000000002,0.49497474683058335,1.08,1.78,5.0
MoIrO2F,2,1.5699999999999998,0.0989949493661165,1.5,1.64,4.0
MoIrO3,2,1.43,0.04242640687119289,1.4,1.46,3.0
MoIrSO2,2,1.4100000000000001,0.18384776310850245,1.28,1.54,4.0
MoOsN2O,2,1.65,0.1272792206135786,1.56,1.74,4.0
MoOsN3,2,1.22,0.4525483399593905,0.9,1.54,3.0
MoOsNO2,2,1.6099999999999999,0.04242640687119281,1.58,1.64,4.0
MoOsNOF,2,1.3399999999999999,0.11313708498984747,1.26,1.42,5.0
MoOsO2F,2,1.69,0.04242640687119289,1.66,1.72,4.0
MoOsO3,2,1.48,0.08485281374238578,1.42,1.54,3.0
MoOsSO2,2,1.21,0.15556349186104035,1.1,1.32,4.0
MoPbN2O,2,1.04,0.7636753236814714,0.5,1.58,4.0
MoPbN3,2,1.28,0.7636753236814714,0.74,1.82,3.0
MoPbNO2,2,0.87,0.8061017305526642,0.3,1.44,4.0
MoPbNOF,2,1.19,0.9475230867899738,0.52,1.86,5.0
MoPbO2F,2,1.0,0.7636753236814714,0.46,1.54,4.0
MoPbO3,2,0.71,0.7495331880577404,0.18,1.24,3.0
MoPbSO2,2,0.94,0.5091168824543143,0.58,1.3,4.0
MoPdN2O,2,1.1,0.5939696961966999,0.68,1.52,4.0
MoPdN3,2,1.48,0.28284271247461895,1.28,1.68,3.0
MoPdNO2,2,1.22,0.4525483399593904,0.9,1.54,4.0
MoPdNOF,2,1.32,0.7071067811865476,0.82,1.82,5.0
MoPdO2F,2,1.18,0.7071067811865475,0.68,1.68,4.0
MoPdO3,2,1.07,0.551543289325507,0.68,1.46,3.0
MoPdSO2,2,1.1400000000000001,0.5374011537017762,0.76,1.52,4.0
MoPtN2O,2,1.17,0.5232590180780451,0.8,1.54,4.0
MoPtN3,2,1.28,0.48083261120685244,0.94,1.62,3.0
MoPtNO2,2,1.4100000000000001,0.24041630560342614,1.24,1.58,4.0
MoPtNOF,2,1.5299999999999998,0.5232590180780453,1.16,1.9,5.0
MoPtO2F,2,1.46,0.5374011537017762,1.08,1.84,4.0
MoPtO3,2,1.5,0.5939696961966998,1.08,1.92,3.0
MoPtSO2,2,1.27,0.4101219330881976,0.98,1.56,4.0
MoRhN2O,2,1.05,0.4384062043356595,0.74,1.36,4.0
MoRhN3,2,1.43,0.014142135623730963,1.42,1.44,3.0
MoRhNO2,2,1.4100000000000001,0.49497474683058335,1.06,1.76,4.0
MoRhNOF,2,1.3599999999999999,0.45254833995939026,1.04,1.68,5.0
MoRhO2F,2,1.3,0.39597979746446665,1.02,1.58,4.0
MoRhO3,2,1.11,0.29698484809835,0.9,1.32,3.0
