element_set,group_size,target_mean,target_std,target_min,target_max,n_unique_elements_mean
F-Ga-Ir-O,2,1.37,0.18384776310850245,1.24,1.5,4.0
F-Ga-K-N-O,2,1.95,1.2303657992645924,1.08,2.82,5.0
F-Ga-K-O,2,1.4,1.2162236636408617,0.54,2.26,4.0
F-Ga-La-N-O,2,0.91,0.579827560572969,0.5,1.32,5.0
F-Ga-La-O,2,0.62,0.19798989873223333,0.48,0.76,4.0
F-Ga-Li-N-O,2,1.5699999999999998,0.5232590180780453,1.2,1.94,5.0
F-Ga-Li-O,2,1.1,0.565685424949238,0.7,1.5,4.0
F-Ga-Mg-N-O,2,1.27,0.268700576850888,1.08,1.46,5.0
F-Ga-Mg-O,2,0.6699999999999999,0.3818376618407356,0.4,0.94,4.0
F-Ga-Mn-N-O,2,0.9099999999999999,0.042426406871192854,0.88,0.94,5.0
F-Ga-Mn-O,2,0.38,0.08485281374238571,0.32,0.44,4.0
F-Ga-Mo-N-O,2,0.8799999999999999,0.42426406871192857,0.58,1.18,5.0
F-Ga-Mo-O,2,0.65,0.3252691193458119,0.42,0.88,4.0
F-Ga-N-Na-O,2,1.78,1.0182337649086284,1.06,2.5,5.0
F-Ga-N-Nb-O,2,0.7999999999999999,0.48083261120685217,0.46,1.14,5.0
F-Ga-N-Ni-O,2,1.27,0.04242640687119289,1.24,1.3,5.0
F-Ga-N-O-Os,2,1.47,0.4666904755831215,1.14,1.8,5.0
F-Ga-N-O-Pb,2,0.98,0.5091168824543143,0.62,1.34,5.0
F-Ga-N-O-Pd,2,1.38,0.1979898987322334,1.24,1.52,5.0
F-Ga-N-O-Pt,2,1.52,0.028284271247461926,1.5,1.54,5.0
F-Ga-N-O-Rb,2,2.03,1.2020815280171309,1.18,2.88,5.0
F-Ga-N-O-Re,2,1.19,0.6363961030678927,0.74,1.64,5.0
F-Ga-N-O-Rh,2,1.35,0.04242640687119265,1.32,1.38,5.0
F-Ga-N-O-Ru,2,1.27,0.18384776310850245,1.14,1.4,5.0
F-Ga-N-O-Sb,2,0.87,0.09899494936611658,0.8,0.94,5.0
F-Ga-N-O-Sc,2,1.08,0.05656854249492385,1.04,1.12,5.0
F-Ga-N-O-Si,2,1.26,0.5091168824543143,0.9,1.62,5.0
F-Ga-N-O-Sn,2,0.75,0.18384776310850237,0.62,0.88,5.0
F-Ga-N-O-Sr,2,1.38,0.9050966799187808,0.74,2.02,5.0
F-Ga-N-O-Ta,2,0.97,0.7212489168102785,0.46,1.48,5.0
F-Ga-N-O-Te,2,1.09,0.04242640687119289,1.06,1.12,5.0
F-Ga-N-O-Ti,2,0.88,0.4808326112068523,0.54,1.22,5.0
F-Ga-N-O-Tl,2,1.24,0.4808326112068523,0.9,1.58,5.0
F-Ga-N-O-V,2,0.78,0.31112698372208086,0.56,1.0,5.0
F-Ga-N-O-W,2,1.01,0.6646803743153546,0.54,1.48,5.0
F-Ga-N-O-Y,2,0.97,0.2969848480983499,0.76,1.18,5.0
F-Ga-N-O-Zn,2,1.23,0.24041630560342606,1.06,1.4,5.0
F-Ga-N-O-Zr,2,0.9099999999999999,0.3252691193458117,0.68,1.14,5.0
F-Ga-Na-O,2,1.28,1.0465180361560904,0.54,2.02,4.0
F-Ga-Nb-O,2,0.55,0.5232590180780452,0.18,0.92,4.0
F-Ga-Ni-O,2,0.9099999999999999,0.0707106781186547,0.86,0.96,4.0
F-Ga-O-Os,2,1.32,0.31112698372208086,1.1,1.54,4.0
F-Ga-O-Pb,2,0.57,0.551543289325507,0.18,0.96,4.0
F-Ga-O-Pd,2,1.11,0.29698484809834996,0.9,1.32,4.0
F-Ga-O-Pt,2,1.29,0.1272792206135786,1.2,1.38,4.0
F-Ga-O-Rb,2,1.45,1.1737972567696688,0.62,2.28,4.0
F-Ga-O-Re,2,1.0499999999999998,0.49497474683058335,0.7,1.4,4.0
F-Ga-O-Rh,2,1.08,0.11313708498984763,1.0,1.16,4.0
F-Ga-O-Ru,2,1.03,0.014142135623730963,1.02,1.04,4.0
F-Ga-O-Sb,2,0.6,0.0,0.6,0.6,4.0
F-Ga-O-Sc,2,0.69,0.09899494936611662,0.62,0.76,4.0
F-Ga-O-Si,2,0.95,0.268700576850888,0.76,1.14,4.0
F-Ga-O-Sn,2,0.37,0.15556349186104043,0.26,0.48,4.0
F-Ga-O-Sr,2,0.85,0.9475230867899737,0.18,1.52,4.0
F-Ga-O-Ta,2,0.7,0.7919595949289332,0.14,1.26,4.0
F-Ga-O-Te,2,0.81,0.09899494936611662,0.74,0.88,4.0
F-Ga-O-Ti,2,0.54,0.4525483399593905,0.22,0.86,4.0
F-Ga-O-Tl,2,0.83,0.5232590180780451,0.46,1.2,4.0
F-Ga-O-V,2,0.41,0.26870057685088805,0.22,0.6,4.0
F-Ga-O-W,2,0.9,0.5939696961966999,0.48,1.32,4.0
F-Ga-O-Y,2,0.74,0.05656854249492385,0.7,0.78,4.0
F-Ga-O-Zn,2,0.76,0.33941125496954283,0.52,1.0,4.0
F-Ga-O-Zr,2,0.6699999999999999,0.6929646455628165,0.18,1.16,4.0
F-Ge-Hf-N-O,2,1.06,0.4525483399593904,0.74,1.38,5.0
F-Ge-Hf-O,2,0.97,0.5515432893255071,0.58,1.36,4.0
F-Ge-Hg-N-O,2,1.31,0.6081118318204308,0.88,1.74,5.0
F-Ge-Hg-O,2,1.03,0.551543289325507,0.64,1.42,4.0
F-Ge-In-N-O,2,0.92,0.2828427124746191,0.72,1.12,5.0
F-Ge-In-O,2,0.5900000000000001,0.09899494936611662,0.52,0.66,4.0
F-Ge-Ir-N-O,2,1.44,0.25455844122715726,1.26,1.62,5.0
F-Ge-Ir-O,2,1.35,0.2121320343559642,1.2,1.5,4.0
F-Ge-K-N-O,2,1.88,1.2727922061357855,0.98,2.78,5.0
F-Ge-K-O,2,1.3699999999999999,1.3152186130069783,0.44,2.3,4.0
F-Ge-La-N-O,2,1.08,0.4808326112068524,0.74,1.42,5.0
F-Ge-La-O,2,0.86,0.19798989873223333,0.72,1.0,4.0
F-Ge-Li-N-O,2,1.38,0.565685424949238,0.98,1.78,5.0
F-Ge-Li-O,2,0.97,0.6646803743153546,0.5,1.44,4.0
F-Ge-Mg-N-O,2,1.2,0.28284271247461895,1.0,1.4,5.0
F-Ge-Mg-O,2,0.77,0.12727922061357852,0.68,0.86,4.0
F-Ge-Mn-N-O,2,0.85,0.014142135623730963,0.84,0.86,5.0
F-Ge-Mn-O,2,0.54,0.1414213562373095,0.44,0.64,4.0
F-Ge-Mo-N-O,2,0.9299999999999999,0.35355339059327373,0.68,1.18,5.0
F-Ge-Mo-O,2,0.8600000000000001,0.3111269837220809,0.64,1.08,4.0
F-Ge-N-Na-O,2,1.2,0.4525483399593904,0.88,1.52,5.0
F-Ge-N-Nb-O,2,0.86,0.5091168824543142,0.5,1.22,5.0
F-Ge-N-Ni-O,2,1.12,0.02828427124746169,1.1,1.14,5.0
F-Ge-N-O-Os,2,1.46,0.45254833995939053,1.14,1.78,5.0
F-Ge-N-O-Pb,2,1.03,0.551543289325507,0.64,1.42,5.0
F-Ge-N-O-Pd,2,1.25,0.2969848480983499,1.04,1.46,5.0
F-Ge-N-O-Pt,2,1.4100000000000001,0.09899494936611666,1.34,1.48,5.0
F-Ge-N-O-Rb,2,1.97,1.2586500705120545,1.08,2.86,5.0
F-Ge-N-O-Re,2,1.24,0.565685424949238,0.84,1.64,5.0
F-Ge-N-O-Rh,2,1.24,0.028284271247461926,1.22,1.26,5.0
F-Ge-N-O-Ru,2,1.24,0.1131370849898477,1.16,1.32,5.0
F-Ge-N-O-Sb,2,0.95,0.0707106781186547,0.9,1.0,5.0
F-Ge-N-O-Sc,2,1.1600000000000001,0.08485281374238554,1.1,1.22,5.0
F-Ge-N-O-Si,2,1.18,0.4808326112068524,0.84,1.52,5.0
F-Ge-N-O-Sn,2,0.73,0.18384776310850237,0.6,0.86,5.0
F-Ge-N-O-Sr,2,1.37,0.8909545442950498,0.74,2.0,5.0
F-Ge-N-O-Ta,2,1.11,0.7212489168102786,0.6,1.62,5.0
F-Ge-N-O-Te,2,1.07,0.014142135623730963,1.06,1.08,5.0
F-Ge-N-O-Ti,2,0.86,0.4808326112068523,0.52,1.2,5.0
F-Ge-N-O-Tl,2,1.1800000000000002,0.5374011537017761,0.8,1.56,5.0
F-Ge-N-O-V,2,0.81,0.2687005768508881,0.62,1.0,5.0
F-Ge-N-O-W,2,1.09,0.6081118318204309,0.66,1.52,5.0
F-Ge-N-O-Y,2,1.15,0.15556349186104035,1.04,1.26,5.0
F-Ge-N-O-Zn,2,1.1,0.28284271247461906,0.9,1.3,5.0
F-Ge-N-O-Zr,2,1.02,0.5656854249492379,0.62,1.42,5.0
F-Ge-Na-O,2,1.15,1.0889444430272832,0.38,1.92,4.0
F-Ge-Nb-O,2,0.84,0.5091168824543142,0.48,1.2,4.0
F-Ge-Ni-O,2,0.83,0.014142135623730963,0.82,0.84,4.0
F-Ge-O-Os,2,1.47,0.2969848480983499,1.26,1.68,4.0
F-Ge-O-Pb,2,0.77,0.4949747468305834,0.42,1.12,4.0
F-Ge-O-Pd,2,1.01,0.2969848480983499,0.8,1.22,4.0
F-Ge-O-Pt,2,1.28,0.1131370849898477,1.2,1.36,4.0
F-Ge-O-Rb,2,1.47,1.2869343417595163,0.56,2.38,4.0
F-Ge-O-Re,2,1.25,0.4666904755831214,0.92,1.58,4.0
F-Ge-O-Rh,2,1.08,0.08485281374238571,1.02,1.14,4.0
F-Ge-O-Ru,2,1.1099999999999999,0.04242640687119281,1.08,1.14,4.0
F-Ge-O-Sb,2,0.86,0.0,0.86,0.86,4.0
F-Ge-O-Sc,2,0.8300000000000001,0.3535533905932738,0.58,1.08,4.0
F-Ge-O-Si,2,1.22,0.33941125496954283,0.98,1.46,4.0
F-Ge-O-Sn,2,0.5700000000000001,0.1555634918610405,0.46,0.68,4.0
F-Ge-O-Sr,2,0.98,0.7919595949289333,0.42,1.54,4.0
F-Ge-O-Ta,2,0.91,0.8061017305526642,0.34,1.48,4.0
F-Ge-O-Te,2,0.98,0.05656854249492385,0.94,1.02,4.0
F-Ge-O-Ti,2,0.83,0.5798275605729689,0.42,1.24,4.0
F-Ge-O-Tl,2,0.77,0.4949747468305834,0.42,1.12,4.0
F-Ge-O-V,2,0.65,0.3252691193458119,0.42,0.88,4.0
F-Ge-O-W,2,1.12,0.5939696961967,0.7,1.54,4.0
F-Ge-O-Y,2,0.92,0.2545584412271572,0.74,1.1,4.0
F-Ge-O-Zn,2,0.76,0.16970562748477142,0.64,0.88,4.0
F-Ge-O-Zr,2,1.06,0.6788225099390857,0.58,1.54,4.0
F-Hf-Hg-N-O,2,1.57,1.3152186130069785,0.64,2.5,5.0
F-Hf-Hg-O,2,0.99,0.8343860018001261,0.4,1.58,4.0
F-Hf-In-N-O,2,1.17,0.862670273047588,0.56,1.78,5.0
F-Hf-In-O,2,0.76,0.8202438661763952,0.18,1.34,4.0
F-Hf-Ir-N-O,2,1.6,0.056568542494923775,1.56,1.64,5.0
F-Hf-Ir-O,2,1.6400000000000001,0.42426406871192834,1.34,1.94,4.0
F-Hf-K-N-O,2,2.07,1.8243354954612923,0.78,3.36,5.0
F-Hf-K-O,2,1.55,2.0506096654409878,0.1,3.0,4.0
F-Hf-La-N-O,2,1.37,1.0889444430272832,0.6,2.14,5.0
F-Hf-La-O,2,1.12,0.7919595949289331,0.56,1.68,4.0
F-Hf-Li-N-O,2,1.27,0.4666904755831215,0.94,1.6,5.0
F-Hf-Li-O,2,0.74,0.5656854249492379,0.34,1.14,4.0
F-Hf-Mg-N-O,2,1.17,0.3818376618407356,0.9,1.44,5.0
F-Hf-Mg-O,2,0.8600000000000001,0.3394112549695429,0.62,1.1,4.0
F-Hf-Mn-N-O,2,1.13,0.3818376618407356,0.86,1.4,5.0
F-Hf-Mn-O,2,1.3900000000000001,0.07071067811865474,1.34,1.44,4.0
F-Hf-Mo-N-O,2,1.24,0.1131370849898477,1.16,1.32,5.0
F-Hf-Mo-O,2,1.23,0.3535533905932738,0.98,1.48,4.0
F-Hf-N-Na-O,2,1.5899999999999999,1.1455129855222068,0.78,2.4,5.0
F-Hf-N-Nb-O,2,1.4100000000000001,0.2404163056034263,1.24,1.58,5.0
F-Hf-N-Ni-O,2,1.3199999999999998,0.19798989873223324,1.18,1.46,5.0
F-Hf-N-O-Os,2,1.71,0.07071067811865482,1.66,1.76,5.0
F-Hf-N-O-Pb,2,1.03,0.8626702730475879,0.42,1.64,5.0
F-Hf-N-O-Pd,2,1.53,0.7495331880577404,1.0,2.06,5.0
F-Hf-N-O-Pt,2,1.3,0.39597979746446665,1.02,1.58,5.0
F-Hf-N-O-Rb,2,2.2600000000000002,2.0081832585697947,0.84,3.68,5.0
F-Hf-N-O-Re,2,1.51,0.1555634918610406,1.4,1.62,5.0
F-Hf-N-O-Rh,2,1.58,0.5374011537017762,1.2,1.96,5.0
F-Hf-N-O-Ru,2,1.44,0.1979898987322334,1.3,1.58,5.0
F-Hf-N-O-Sb,2,1.3900000000000001,0.9475230867899737,0.72,2.06,5.0
F-Hf-N-O-Sc,2,0.97,0.014142135623730963,0.96,0.98,5.0
F-Hf-N-O-Si,2,1.33,0.24041630560342614,1.16,1.5,5.0
F-Hf-N-O-Sn,2,1.19,0.9475230867899738,0.52,1.86,5.0
F-Hf-N-O-Sr,2,1.66,1.5556349186104044,0.56,2.76,5.0
F-Hf-N-O-Ta,2,1.52,0.0,1.52,1.52,5.0
F-Hf-N-O-Te,2,1.2,0.5374011537017762,0.82,1.58,5.0
F-Hf-N-O-Ti,2,1.1800000000000002,0.08485281374238554,1.12,1.24,5.0
F-Hf-N-O-Tl,2,1.5,1.2727922061357855,0.6,2.4,5.0
F-Hf-N-O-V,2,1.15,0.2404163056034263,0.98,1.32,5.0
F-Hf-N-O-W,2,1.42,0.16970562748477133,1.3,1.54,5.0
F-Hf-N-O-Y,2,1.3,0.6222539674441618,0.86,1.74,5.0
F-Hf-N-O-Zn,2,1.21,0.4949747468305833,0.86,1.56,5.0
F-Hf-N-O-Zr,2,1.01,0.12727922061357855,0.92,1.1,5.0
F-Hf-Na-O,2,1.09,1.3152186130069783,0.16,2.02,4.0
F-Hf-Nb-O,2,1.28,0.39597979746446665,1.0,1.56,4.0
F-Hf-Ni-O,2,1.1600000000000001,0.5939696961967,0.74,1.58,4.0
F-Hf-O-Os,2,1.6800000000000002,0.1414213562373094,1.58,1.78,4.0
F-Hf-O-Pb,2,1.39,1.3717871555019021,0.42,2.36,4.0
F-Hf-O-Pd,2,1.3900000000000001,1.0889444430272832,0.62,2.16,4.0
F-Hf-O-Pt,2,1.3599999999999999,0.5374011537017761,0.98,1.74,4.0
F-Hf-O-Rb,2,1.72,2.23445742854949,0.14,3.3,4.0
F-Hf-O-Re,2,1.5699999999999998,0.12727922061357844,1.48,1.66,4.0
F-Hf-O-Rh,2,1.49,0.8909545442950499,0.86,2.12,4.0
F-Hf-O-Ru,2,1.31,0.4101219330881976,1.02,1.6,4.0
F-Hf-O-Sb,2,1.08,0.5374011537017761,0.7,1.46,4.0
F-Hf-O-Sc,2,1.0,0.22627416997969513,0.84,1.16,4.0
F-Hf-O-Si,2,1.21,0.3818376618407357,0.94,1.48,4.0
F-Hf-O-Sn,2,1.2,1.0748023074035522,0.44,1.96,4.0
F-Hf-O-Sr,2,1.28,1.3010764773832475,0.36,2.2,4.0
F-Hf-O-Ta,2,1.44,0.14142135623730956,1.34,1.54,4.0
F-Hf-O-Te,2,1.1600000000000001,0.5374011537017762,0.78,1.54,4.0
F-Hf-O-Ti,2,0.91,0.21213203435596428,0.76,1.06,4.0
F-Hf-O-Tl,2,1.2,1.5556349186104044,0.1,2.3,4.0
F-Hf-O-V,2,1.02,0.42426406871192857,0.72,1.32,4.0
F-Hf-O-W,2,1.51,0.07071067811865482,1.46,1.56,4.0
F-Hf-O-Y,2,1.1,0.36769552621700485,0.84,1.36,4.0
F-Hf-O-Zn,2,0.95,0.7212489168102785,0.44,1.46,4.0
F-Hf-O-Zr,2,1.05,0.18384776310850226,0.92,1.18,4.0
F-Hg-In-N-O,2,1.35,0.3252691193458118,1.12,1.58,5.0
F-Hg-In-O,2,1.0,0.39597979746446665,0.72,1.28,4.0
F-Hg-Ir-N-O,2,1.8900000000000001,1.0040916292848976,1.18,2.6,5.0
F-Hg-Ir-O,2,1.69,0.8061017305526639,1.12,2.26,4.0
F-Hg-K-N-O,2,2.19,0.6646803743153549,1.72,2.66,5.0
F-Hg-K-O,2,1.8599999999999999,0.6788225099390857,1.38,2.34,4.0
F-Hg-La-N-O,2,1.23,0.014142135623730963,1.22,1.24,5.0
F-Hg-La-O,2,1.05,0.21213203435596426,0.9,1.2,4.0
F-Hg-Li-N-O,2,1.97,0.07071067811865482,1.92,2.02,5.0
F-Hg-Li-O,2,1.71,0.04242640687119289,1.68,1.74,4.0
F-Hg-Mg-N-O,2,1.77,0.4101219330881976,1.48,2.06,5.0
F-Hg-Mg-O,2,1.3199999999999998,0.4525483399593904,1.0,1.64,4.0
F-Hg-Mn-N-O,2,1.42,0.7071067811865475,0.92,1.92,5.0
F-Hg-Mn-O,2,1.04,0.6505382386916237,0.58,1.5,4.0
F-Hg-Mo-N-O,2,1.3900000000000001,1.0606601717798214,0.64,2.14,5.0
F-Hg-Mo-O,2,1.2,0.9899494936611665,0.5,1.9,4.0
F-Hg-N-Na-O,2,1.8900000000000001,0.2404163056034263,1.72,2.06,5.0
F-Hg-N-Nb-O,2,1.32,1.2162236636408619,0.46,2.18,5.0
F-Hg-N-Ni-O,2,1.63,0.636396103067893,1.18,2.08,5.0
F-Hg-N-O-Os,2,1.94,1.3010764773832473,1.02,2.86,5.0
F-Hg-N-O-Pb,2,1.35,0.04242640687119281,1.32,1.38,5.0
F-Hg-N-O-Pd,2,1.62,0.39597979746446643,1.34,1.9,5.0
F-Hg-N-O-Pt,2,1.77,0.6646803743153549,1.3,2.24,5.0
F-Hg-N-O-Rb,2,2.12,0.8202438661763952,1.54,2.7,5.0
F-Hg-N-O-Re,2,1.57,1.2586500705120547,0.68,2.46,5.0
F-Hg-N-O-Rh,2,1.63,0.6646803743153548,1.16,2.1,5.0
F-Hg-N-O-Ru,2,1.58,0.7919595949289333,1.02,2.14,5.0
F-Hg-N-O-Sb,2,1.3399999999999999,0.5374011537017761,0.96,1.72,5.0
F-Hg-N-O-Sc,2,1.6400000000000001,0.7071067811865478,1.14,2.14,5.0
F-Hg-N-O-Si,2,1.83,1.0606601717798212,1.08,2.58,5.0
F-Hg-N-O-Sn,2,1.1400000000000001,0.5091168824543143,0.78,1.5,5.0
F-Hg-N-O-Sr,2,1.62,0.1979898987322334,1.48,1.76,5.0
F-Hg-N-O-Ta,2,1.38,1.4990663761154808,0.32,2.44,5.0
F-Hg-N-O-Te,2,1.42,0.5939696961966999,1.0,1.84,5.0
F-Hg-N-O-Ti,2,1.24,1.2162236636408619,0.38,2.1,5.0
F-Hg-N-O-Tl,2,1.43,0.04242640687119289,1.4,1.46,5.0
F-Hg-N-O-V,2,1.5499999999999998,1.2020815280171306,0.7,2.4,5.0
F-Hg-N-O-W,2,1.51,1.3435028842544403,0.56,2.46,5.0
F-Hg-N-O-Y,2,1.52,0.42426406871192857,1.22,1.82,5.0
F-Hg-N-O-Zn,2,1.65,0.3818376618407357,1.38,1.92,5.0
F-Hg-N-O-Zr,2,1.45,1.1737972567696688,0.62,2.28,5.0
F-Hg-Na-O,2,1.76,0.36769552621700474,1.5,2.02,4.0
F-Hg-Nb-O,2,1.0899999999999999,1.2020815280171309,0.24,1.94,4.0
F-Hg-Ni-O,2,1.44,0.6788225099390857,0.96,1.92,4.0
F-Hg-O-Os,2,1.69,0.9475230867899735,1.02,2.36,4.0
F-Hg-O-Pb,2,1.07,0.014142135623730963,1.06,1.08,4.0
F-Hg-O-Pd,2,1.4,0.3959797974644666,1.12,1.68,4.0
F-Hg-O-Pt,2,1.6099999999999999,0.5798275605729689,1.2,2.02,4.0
F-Hg-O-Rb,2,1.8699999999999999,0.6929646455628166,1.38,2.36,4.0
F-Hg-O-Re,2,1.4300000000000002,1.1172287142747452,0.64,2.22,4.0
F-Hg-O-Rh,2,1.42,0.5939696961966999,1.0,1.84,4.0
F-Hg-O-Ru,2,1.4,0.6788225099390854,0.92,1.88,4.0
F-Hg-O-Sb,2,0.94,0.31112698372208086,0.72,1.16,4.0
F-Hg-O-Sc,2,1.29,0.8626702730475879,0.68,1.9,4.0
F-Hg-O-Si,2,1.67,0.9192388155425116,1.02,2.32,4.0
F-Hg-O-Sn,2,0.8599999999999999,0.39597979746446654,0.58,1.14,4.0
F-Hg-O-Sr,2,1.26,0.33941125496954283,1.02,1.5,4.0
F-Hg-O-Ta,2,1.03,1.4849242404917498,-0.02,2.08,4.0
F-Hg-O-Te,2,1.2,0.6222539674441617,0.76,1.64,4.0
F-Hg-O-Ti,2,1.06,1.1879393923933999,0.22,1.9,4.0
F-Hg-O-Tl,2,1.05,0.04242640687119289,1.02,1.08,4.0
F-Hg-O-V,2,1.27,1.2020815280171309,0.42,2.12,4.0
F-Hg-O-W,2,1.3599999999999999,1.2727922061357855,0.46,2.26,4.0
F-Hg-O-Y,2,0.97,0.268700576850888,0.78,1.16,4.0
F-Hg-O-Zn,2,1.32,0.39597979746446665,1.04,1.6,4.0
F-Hg-O-Zr,2,0.9299999999999999,0.7778174593052023,0.38,1.48,4.0
F-In-Ir-N-O,2,1.3900000000000001,0.2404163056034263,1.22,1.56,5.0
F-In-Ir-O,2,1.28,0.2262741699796951,1.12,1.44,4.0
F-In-K-N-O,2,1.87,1.0323759005323594,1.14,2.6,5.0
F-In-K-O,2,1.28,1.0182337649086284,0.56,2.0,4.0
F-In-La-N-O,2,0.95,0.268700576850888,0.76,1.14,5.0
F-In-La-O,2,0.65,0.04242640687119289,0.62,0.68,4.0
F-In-Li-N-O,2,1.53,0.24041630560342606,1.36,1.7,5.0
F-In-Li-O,2,1.07,0.29698484809835,0.86,1.28,4.0
F-In-Mg-N-O,2,1.29,0.09899494936611673,1.22,1.36,5.0
F-In-Mg-O,2,0.69,0.12727922061357863,0.6,0.78,4.0
F-In-Mn-N-O,2,0.98,0.36769552621700474,0.72,1.24,5.0
F-In-Mn-O,2,0.46,0.2545584412271571,0.28,0.64,4.0
F-In-Mo-N-O,2,1.02,0.6788225099390857,0.54,1.5,5.0
F-In-Mo-O,2,0.7300000000000001,0.5515432893255071,0.34,1.12,4.0
F-In-N-Na-O,2,1.67,0.6929646455628167,1.18,2.16,5.0
F-In-N-Nb-O,2,0.98,0.7919595949289333,0.42,1.54,5.0
F-In-N-Ni-O,2,1.28,0.36769552621700474,1.02,1.54,5.0
F-In-N-O-Os,2,1.6,0.7071067811865476,1.1,2.1,5.0
F-In-N-O-Pb,2,0.98,0.31112698372208086,0.76,1.2,5.0
F-In-N-O-Pd,2,1.38,0.056568542494923615,1.34,1.42,5.0
F-In-N-O-Pt,2,1.56,0.25455844122715726,1.38,1.74,5.0
F-In-N-O-Rb,2,1.56,0.5374011537017762,1.18,1.94,5.0
F-In-N-O-Re,2,1.33,0.8626702730475879,0.72,1.94,5.0
F-In-N-O-Rh,2,1.23,0.09899494936611673,1.16,1.3,5.0
F-In-N-O-Ru,2,1.3599999999999999,0.45254833995939026,1.04,1.68,5.0
F-In-N-O-Sb,2,0.95,0.1555634918610405,0.84,1.06,5.0
F-In-N-O-Sc,2,1.03,0.1272792206135787,0.94,1.12,5.0
F-In-N-O-Si,2,1.3800000000000001,0.6788225099390857,0.9,1.86,5.0
F-In-N-O-Sn,2,0.79,0.07071067811865478,0.74,0.84,5.0
F-In-N-O-Sr,2,1.36,0.6505382386916237,0.9,1.82,5.0
F-In-N-O-Ta,2,0.9199999999999999,0.6788225099390857,0.44,1.4,5.0
F-In-N-O-Te,2,1.1400000000000001,0.16970562748477147,1.02,1.26,5.0
F-In-N-O-Ti,2,1.04,0.8202438661763952,0.46,1.62,5.0
F-In-N-O-Tl,2,1.18,0.33941125496954283,0.94,1.42,5.0
F-In-N-O-V,2,1.08,0.820243866176395,0.5,1.66,5.0
F-In-N-O-W,2,1.1800000000000002,0.9333809511662428,0.52,1.84,5.0
F-In-N-O-Y,2,1.08,0.08485281374238571,1.02,1.14,5.0
F-In-N-O-Zn,2,1.22,0.08485281374238578,1.16,1.28,5.0
F-In-N-O-Zr,2,0.86,0.4808326112068523,0.52,1.2,5.0
F-In-Na-O,2,1.1500000000000001,0.6646803743153548,0.68,1.62,4.0
F-In-Nb-O,2,0.69,0.7495331880577404,0.16,1.22,4.0
F-In-Ni-O,2,0.97,0.3535533905932738,0.72,1.22,4.0
F-In-O-Os,2,1.3900000000000001,0.49497474683058335,1.04,1.74,4.0
F-In-O-Pb,2,0.53,0.3535533905932738,0.28,0.78,4.0
F-In-O-Pd,2,1.08,0.028284271247461926,1.06,1.1,4.0
F-In-O-Pt,2,1.29,0.12727922061357844,1.2,1.38,4.0
F-In-O-Rb,2,1.32,1.0465180361560904,0.58,2.06,4.0
F-In-O-Re,2,1.12,0.6505382386916237,0.66,1.58,4.0
F-In-O-Rh,2,1.1099999999999999,0.15556349186104035,1.0,1.22,4.0
F-In-O-Ru,2,1.09,0.2687005768508881,0.9,1.28,4.0
F-In-O-Sb,2,0.61,0.15556349186104043,0.5,0.72,4.0
F-In-O-Sc,2,0.7799999999999999,0.5091168824543142,0.42,1.14,4.0
F-In-O-Si,2,1.17,0.4666904755831214,0.84,1.5,4.0
F-In-O-Sn,2,0.37,0.014142135623730963,0.36,0.38,4.0
F-In-O-Sr,2,0.71,0.6929646455628166,0.22,1.2,4.0
F-In-O-Ta,2,0.75,1.0040916292848974,0.04,1.46,4.0
F-In-O-Te,2,0.8,0.2262741699796952,0.64,0.96,4.0
F-In-O-Ti,2,0.75,0.7495331880577404,0.22,1.28,4.0
F-In-O-Tl,2,0.73,0.3535533905932738,0.48,0.98,4.0
F-In-O-V,2,0.52,0.5091168824543142,0.16,0.88,4.0
F-In-O-W,2,0.98,0.7919595949289333,0.42,1.54,4.0
F-In-O-Y,2,0.77,0.3535533905932738,0.52,1.02,4.0
F-In-O-Zn,2,0.73,0.0707106781186547,0.68,0.78,4.0
F-In-O-Zr,2,0.8,0.9333809511662428,0.14,1.46,4.0
F-Ir-K-N-O,2,2.46,1.753624817342638,1.22,3.7,5.0
F-Ir-K-O,2,2.25,1.654629867976521,1.08,3.42,4.0
F-Ir-La-N-O,2,1.8399999999999999,0.8485281374238571,1.24,2.44,5.0
F-Ir-La-O,2,1.63,0.5798275605729691,1.22,2.04,4.0
F-Ir-Li-N-O,2,1.93,0.7212489168102785,1.42,2.44,5.0
F-Ir-Li-O,2,1.7600000000000002,0.622253967444162,1.32,2.2,4.0
F-Ir-Mg-N-O,2,1.94,0.4525483399593902,1.62,2.26,5.0
F-Ir-Mg-O,2,1.54,0.31112698372208086,1.32,1.76,4.0
F-Ir-Mn-N-O,2,1.6600000000000001,0.22627416997969516,1.5,1.82,5.0
F-Ir-Mn-O,2,1.35,0.12727922061357844,1.26,1.44,4.0
F-Ir-Mo-N-O,2,1.4300000000000002,0.49497474683058335,1.08,1.78,5.0
F-Ir-Mo-O,2,1.5699999999999998,0.0989949493661165,1.5,1.64,4.0
F-Ir-N-Na-O,2,1.5699999999999998,0.43840620433565947,1.26,1.88,5.0
F-Ir-N-Nb-O,2,1.37,0.6081118318204308,0.94,1.8,5.0
F-Ir-N-Ni-O,2,1.65,0.29698484809835013,1.44,1.86,5.0
F-Ir-N-O-Os,2,1.7400000000000002,0.5374011537017761,1.36,2.12,5.0
F-Ir-N-O-Pb,2,1.73,0.8343860018001261,1.14,2.32,5.0
