sample_id,split_strategy,metric,nearest_train_sample_id,nearest_train_composition_distance,target
9977,group_reduced_formula,cosine,8447,0.08831538832289654,0.8
9983,group_reduced_formula,cosine,11907,0.08013378899220025,0.72
10037,group_reduced_formula,cosine,4510,0.08013378899220025,0.7
10038,group_reduced_formula,cosine,11408,0.08831538832289654,1.88
10053,group_reduced_formula,cosine,6641,0.08831538832289654,2.0
10058,group_reduced_formula,cosine,12711,0.08831538832289643,1.36
10063,group_reduced_formula,cosine,4763,0.08831538832289654,1.06
10078,group_reduced_formula,cosine,13218,0.08831538832289643,1.4
10081,group_reduced_formula,cosine,14131,0.08831538832289643,0.2
10088,group_reduced_formula,cosine,121,0.15484574527148354,1.8
10113,group_reduced_formula,cosine,15382,0.11808289631180324,2.38
10125,group_reduced_formula,cosine,11465,0.08831538832289654,1.28
10131,group_reduced_formula,cosine,101,0.08013378899220025,2.14
10140,group_reduced_formula,cosine,9609,0.08013378899220025,1.42
10142,group_reduced_formula,cosine,18021,0.11808289631180324,1.18
10151,group_reduced_formula,cosine,221,0.15484574527148354,1.0
10155,group_reduced_formula,cosine,224,0.15484574527148354,0.6
10168,group_reduced_formula,cosine,2236,0.11808289631180324,0.36
10175,group_reduced_formula,cosine,2301,0.07549967295795157,3.54
10183,group_reduced_formula,cosine,10863,0.08831538832289654,1.46
10207,group_reduced_formula,cosine,277,0.15484574527148354,2.1
10209,group_reduced_formula,cosine,5853,0.08831538832289654,1.6
10231,group_reduced_formula,cosine,6047,0.08831538832289654,3.44
10233,group_reduced_formula,cosine,13671,0.08013378899220014,0.38
10240,group_reduced_formula,cosine,3663,0.08831538832289654,1.76
10244,group_reduced_formula,cosine,3025,0.11808289631180324,1.76
10261,group_reduced_formula,cosine,9023,0.08013378899220025,3.82
10292,group_reduced_formula,cosine,68,0.15484574527148354,1.12
10295,group_reduced_formula,cosine,14839,0.11808289631180324,2.02
10296,group_reduced_formula,cosine,6196,0.08831538832289643,2.06
10307,group_reduced_formula,cosine,10029,0.08831538832289643,0.6
10323,group_reduced_formula,cosine,15166,0.08831538832289654,1.4
10327,group_reduced_formula,cosine,5511,0.08831538832289643,1.44
10328,group_reduced_formula,cosine,3437,0.08831538832289654,1.56
10329,group_reduced_formula,cosine,4445,0.08831538832289654,0.68
10330,group_reduced_formula,cosine,101,0.08013378899220025,1.9
10336,group_reduced_formula,cosine,952,0.08831538832289654,0.96
10340,group_reduced_formula,cosine,7407,0.08831538832289643,1.6
10358,group_reduced_formula,cosine,10530,0.08831538832289643,2.48
10364,group_reduced_formula,cosine,8248,0.08013378899220025,1.6
10365,group_reduced_formula,cosine,2382,0.08831538832289654,0.5
10395,group_reduced_formula,cosine,448,0.15484574527148354,1.5
10403,group_reduced_formula,cosine,7089,0.08013378899220025,2.06
10405,group_reduced_formula,cosine,473,0.15484574527148354,2.08
10416,group_reduced_formula,cosine,496,0.15484574527148354,1.78
10422,group_reduced_formula,cosine,13588,0.11808289631180324,1.38
10440,group_reduced_formula,cosine,489,0.15484574527148354,3.14
10476,group_reduced_formula,cosine,13001,0.08831538832289654,1.22
10484,group_reduced_formula,cosine,1863,0.15484574527148354,0.5
10500,group_reduced_formula,cosine,11907,0.07549967295795157,0.9
10503,group_reduced_formula,cosine,574,0.15484574527148354,1.18
10510,group_reduced_formula,cosine,2717,0.08831538832289654,0.58
10534,group_reduced_formula,cosine,1817,0.08831538832289654,1.0
10536,group_reduced_formula,cosine,4453,0.08831538832289654,1.68
10548,group_reduced_formula,cosine,2629,0.08831538832289654,1.88
10552,group_reduced_formula,cosine,9816,0.08831538832289643,1.12
10557,group_reduced_formula,cosine,13671,0.08013378899220014,1.24
10573,group_reduced_formula,cosine,2941,0.08013378899220025,2.02
10597,group_reduced_formula,cosine,3237,0.08831538832289654,1.58
10611,group_reduced_formula,cosine,4647,0.11808289631180324,2.04
10624,group_reduced_formula,cosine,10800,0.08831538832289643,1.34
10627,group_reduced_formula,cosine,578,0.11808289631180324,1.1
10631,group_reduced_formula,cosine,7349,0.08831538832289654,0.98
10633,group_reduced_formula,cosine,14506,0.08831538832289654,1.48
10638,group_reduced_formula,cosine,5025,0.11808289631180324,1.42
10639,group_reduced_formula,cosine,549,0.08013378899220025,-0.16
10643,group_reduced_formula,cosine,7415,0.08831538832289643,0.38
10650,group_reduced_formula,cosine,11596,0.08831538832289654,2.12
10652,group_reduced_formula,cosine,10469,0.07549967295795157,1.58
10657,group_reduced_formula,cosine,7415,0.08831538832289643,3.64
10688,group_reduced_formula,cosine,6720,0.08831538832289643,1.18
10691,group_reduced_formula,cosine,7866,0.08831538832289654,1.06
10695,group_reduced_formula,cosine,9212,0.08013378899220025,2.06
10702,group_reduced_formula,cosine,6139,0.08831538832289654,3.0
10715,group_reduced_formula,cosine,7367,0.08831538832289654,1.02
10716,group_reduced_formula,cosine,10028,0.08831538832289654,2.22
10729,group_reduced_formula,cosine,4660,0.08831538832289654,2.1
10735,group_reduced_formula,cosine,11585,0.08831538832289654,1.02
10745,group_reduced_formula,cosine,9385,0.08831538832289643,1.9
10783,group_reduced_formula,cosine,4730,0.08831538832289643,1.16
10784,group_reduced_formula,cosine,2413,0.08831538832289643,0.64
10790,group_reduced_formula,cosine,171,0.08831538832289643,1.36
10797,group_reduced_formula,cosine,2301,0.08013378899220025,3.88
10801,group_reduced_formula,cosine,9212,0.08013378899220025,1.68
10804,group_reduced_formula,cosine,116,0.08831538832289643,1.42
10827,group_reduced_formula,cosine,3519,0.11808289631180324,1.32
10840,group_reduced_formula,cosine,3299,0.08013378899220025,1.58
10847,group_reduced_formula,cosine,3171,0.08013378899220025,0.28
10857,group_reduced_formula,cosine,6689,0.08013378899220025,1.66
10864,group_reduced_formula,cosine,13781,0.08013378899220025,1.58
10876,group_reduced_formula,cosine,9023,0.08013378899220014,2.02
10880,group_reduced_formula,cosine,5949,0.15484574527148354,1.4
10892,group_reduced_formula,cosine,12318,0.08831538832289654,1.02
10896,group_reduced_formula,cosine,2625,0.08831538832289643,0.58
10928,group_reduced_formula,cosine,4380,0.15484574527148354,0.84
10933,group_reduced_formula,cosine,13911,0.07549967295795157,1.76
10944,group_reduced_formula,cosine,11703,0.08831538832289654,1.32
10952,group_reduced_formula,cosine,154,0.15484574527148354,2.04
10967,group_reduced_formula,cosine,3583,0.08013378899220014,1.8
10978,group_reduced_formula,cosine,549,0.08013378899220025,0.48
10984,group_reduced_formula,cosine,13529,0.08831538832289654,1.84
10991,group_reduced_formula,cosine,6689,0.08013378899220025,0.44
11000,group_reduced_formula,cosine,10800,0.08831538832289643,1.8
11010,group_reduced_formula,cosine,3171,0.08013378899220025,1.64
11021,group_reduced_formula,cosine,650,0.08013378899220025,1.06
11073,group_reduced_formula,cosine,2939,0.08013378899220025,2.08
11080,group_reduced_formula,cosine,11038,0.08013378899220014,0.66
11095,group_reduced_formula,cosine,13671,0.08013378899220025,0.1
11096,group_reduced_formula,cosine,4743,0.08831538832289643,0.34
11098,group_reduced_formula,cosine,9727,0.11808289631180324,4.62
11101,group_reduced_formula,cosine,10772,0.15484574527148354,1.96
11105,group_reduced_formula,cosine,8787,0.08013378899220025,0.82
11115,group_reduced_formula,cosine,10741,0.15484574527148354,1.14
11123,group_reduced_formula,cosine,12476,0.08831538832289654,1.48
11132,group_reduced_formula,cosine,7191,0.08831538832289654,2.08
11143,group_reduced_formula,cosine,1041,0.08831538832289643,0.2
11149,group_reduced_formula,cosine,8411,0.08013378899220025,1.86
11162,group_reduced_formula,cosine,7643,0.08831538832289654,1.12
11172,group_reduced_formula,cosine,2210,0.08831538832289654,3.82
11173,group_reduced_formula,cosine,15063,0.08831538832289654,0.56
11199,group_reduced_formula,cosine,2247,0.08013378899220025,1.16
11205,group_reduced_formula,cosine,4897,0.08831538832289654,1.5
11209,group_reduced_formula,cosine,13781,0.08013378899220025,1.48
11211,group_reduced_formula,cosine,7042,0.08831538832289654,1.68
11232,group_reduced_formula,cosine,7866,0.08831538832289654,0.72
11238,group_reduced_formula,cosine,10059,0.11808289631180324,1.54
11246,group_reduced_formula,cosine,2204,0.15484574527148354,0.78
11252,group_reduced_formula,cosine,13289,0.08831538832289654,2.16
11258,group_reduced_formula,cosine,6939,0.08831538832289654,1.4
11275,group_reduced_formula,cosine,292,0.08831538832289654,0.8
11279,group_reduced_formula,cosine,2217,0.15484574527148354,1.06
11301,group_reduced_formula,cosine,82,0.08831538832289643,1.88
11322,group_reduced_formula,cosine,9120,0.08831538832289654,1.12
11324,group_reduced_formula,cosine,1364,0.15484574527148354,1.9
11326,group_reduced_formula,cosine,365,0.08831538832289654,1.08
11349,group_reduced_formula,cosine,9383,0.08831538832289643,2.2
11359,group_reduced_formula,cosine,2939,0.08013378899220025,0.96
11360,group_reduced_formula,cosine,7507,0.08013378899220025,2.82
11378,group_reduced_formula,cosine,6179,0.08831538832289643,1.84
11382,group_reduced_formula,cosine,3902,0.08013378899220014,1.28
11393,group_reduced_formula,cosine,515,0.08831538832289654,0.72
11409,group_reduced_formula,cosine,4071,0.08831538832289643,1.6
11434,group_reduced_formula,cosine,4207,0.08831538832289654,1.34
11440,group_reduced_formula,cosine,16066,0.08831538832289654,1.52
11444,group_reduced_formula,cosine,10117,0.08013378899220025,1.38
11454,group_reduced_formula,cosine,4743,0.08831538832289643,1.54
11475,group_reduced_formula,cosine,6087,0.08013378899220025,1.72
11485,group_reduced_formula,cosine,14518,0.08013378899220014,1.18
11506,group_reduced_formula,cosine,3801,0.15484574527148365,1.44
11557,group_reduced_formula,cosine,1307,0.15484574527148354,2.36
11561,group_reduced_formula,cosine,1537,0.08831538832289654,1.26
11582,group_reduced_formula,cosine,1619,0.15484574527148354,1.16
11602,group_reduced_formula,cosine,2168,0.08831538832289654,0.56
11606,group_reduced_formula,cosine,2703,0.08831538832289643,1.92
11610,group_reduced_formula,cosine,13119,0.11808289631180324,0.4
11622,group_reduced_formula,cosine,13876,0.08831538832289654,2.96
11626,group_reduced_formula,cosine,8411,0.08013378899220025,1.7
11632,group_reduced_formula,cosine,7430,0.08831538832289643,1.36
11648,group_reduced_formula,cosine,9609,0.08013378899220025,1.62
11662,group_reduced_formula,cosine,7710,0.08831538832289654,1.9
11681,group_reduced_formula,cosine,11072,0.08831538832289654,1.26
11695,group_reduced_formula,cosine,1227,0.08831538832289643,1.24
11708,group_reduced_formula,cosine,6093,0.08831538832289643,1.06
11712,group_reduced_formula,cosine,1031,0.08831538832289643,1.46
11724,group_reduced_formula,cosine,1756,0.15484574527148354,0.76
11741,group_reduced_formula,cosine,1470,0.08831538832289643,3.12
11743,group_reduced_formula,cosine,298,0.08831538832289643,0.98
11762,group_reduced_formula,cosine,657,0.11808289631180324,1.1
11780,group_reduced_formula,cosine,3253,0.11808289631180324,1.22
11816,group_reduced_formula,cosine,12214,0.11808289631180324,2.24
11846,group_reduced_formula,cosine,12318,0.08831538832289654,0.94
11854,group_reduced_formula,cosine,10117,0.08013378899220025,0.74
11884,group_reduced_formula,cosine,4109,0.08831538832289654,1.14
11886,group_reduced_formula,cosine,4510,0.08013378899220025,0.4
11894,group_reduced_formula,cosine,460,0.08831538832289654,0.8
11897,group_reduced_formula,cosine,1230,0.15484574527148354,0.74
11898,group_reduced_formula,cosine,1149,0.08013378899220025,1.92
11899,group_reduced_formula,cosine,9051,0.08013378899220025,1.18
11917,group_reduced_formula,cosine,2424,0.08013378899220025,2.4
11938,group_reduced_formula,cosine,3203,0.11808289631180324,1.54
11964,group_reduced_formula,cosine,6781,0.11808289631180324,1.14
11975,group_reduced_formula,cosine,3117,0.08831538832289643,1.04
11978,group_reduced_formula,cosine,578,0.11808289631180324,1.16
11986,group_reduced_formula,cosine,2424,0.08013378899220025,1.64
11992,group_reduced_formula,cosine,4890,0.08831538832289643,3.5
12004,group_reduced_formula,cosine,18108,0.15484574527148354,0.92
12013,group_reduced_formula,cosine,8606,0.08013378899220025,2.66
12052,group_reduced_formula,cosine,6689,0.08013378899220025,1.08
12068,group_reduced_formula,cosine,3017,0.15484574527148354,2.44
12074,group_reduced_formula,cosine,6380,0.08831538832289643,2.06
12079,group_reduced_formula,cosine,9023,0.08013378899220014,1.36
12081,group_reduced_formula,cosine,5304,0.08831538832289643,1.12
12084,group_reduced_formula,cosine,13144,0.08831538832289654,1.12
12085,group_reduced_formula,cosine,3915,0.08831538832289654,1.38
12110,group_reduced_formula,cosine,512,0.08831538832289643,0.12
12140,group_reduced_formula,cosine,9212,0.08013378899220014,1.2
12160,group_reduced_formula,cosine,427,0.08013378899220025,1.16
12163,group_reduced_formula,cosine,1889,0.08831538832289654,0.54
12174,group_reduced_formula,cosine,12839,0.08013378899220014,1.68
12175,group_reduced_formula,cosine,9433,0.08831538832289643,1.7
12176,group_reduced_formula,cosine,99,0.08831538832289643,2.1
12177,group_reduced_formula,cosine,1296,0.08831538832289643,2.66
12216,group_reduced_formula,cosine,8461,0.08831538832289643,1.48
12219,group_reduced_formula,cosine,14383,0.08831538832289643,1.12
12223,group_reduced_formula,cosine,11030,0.08013378899220025,2.86
12256,group_reduced_formula,cosine,9023,0.08013378899220025,4.18
12269,group_reduced_formula,cosine,6557,0.08013378899220025,0.66
12271,group_reduced_formula,cosine,8661,0.11808289631180324,2.84
12313,group_reduced_formula,cosine,5574,0.08831538832289643,0.56
12315,group_reduced_formula,cosine,15309,0.11808289631180324,1.18
12331,group_reduced_formula,cosine,16889,0.11808289631180324,3.8
12336,group_reduced_formula,cosine,11448,0.08013378899220025,2.36
12340,group_reduced_formula,cosine,3341,0.08831538832289654,0.7
12342,group_reduced_formula,cosine,4771,0.08831538832289643,0.5
12343,group_reduced_formula,cosine,5708,0.08831538832289643,0.64
12346,group_reduced_formula,cosine,2086,0.08831538832289643,1.92
12347,group_reduced_formula,cosine,11030,0.08013378899220025,2.12
12350,group_reduced_formula,cosine,3878,0.15484574527148354,1.24
12355,group_reduced_formula,cosine,4380,0.15484574527148354,1.6
12364,group_reduced_formula,cosine,5019,0.11808289631180324,1.0
12380,group_reduced_formula,cosine,7007,0.08831538832289643,1.92
12392,group_reduced_formula,cosine,7870,0.11808289631180324,0.38
12393,group_reduced_formula,cosine,5833,0.07549967295795157,1.64
12395,group_reduced_formula,cosine,2142,0.08831538832289654,3.14
12407,group_reduced_formula,cosine,3583,0.08013378899220025,1.44
12411,group_reduced_formula,cosine,4336,0.08831538832289643,2.14
12414,group_reduced_formula,cosine,567,0.15484574527148354,1.2
12415,group_reduced_formula,cosine,7657,0.08831538832289654,0.82
12416,group_reduced_formula,cosine,403,0.15484574527148354,0.96
12418,group_reduced_formula,cosine,3364,0.15484574527148354,1.82
12426,group_reduced_formula,cosine,9669,0.08831538832289643,1.22
12427,group_reduced_formula,cosine,4037,0.08831538832289654,0.92
12440,group_reduced_formula,cosine,9047,0.08831538832289654,1.2
12460,group_reduced_formula,cosine,8606,0.08013378899220025,3.9
12463,group_reduced_formula,cosine,12203,0.15484574527148354,0.32
12464,group_reduced_formula,cosine,5703,0.08831538832289643,0.08
12479,group_reduced_formula,cosine,427,0.08013378899220025,1.94
12491,group_reduced_formula,cosine,8061,0.11808289631180324,0.44
12493,group_reduced_formula,cosine,3689,0.08831538832289654,1.98
12510,group_reduced_formula,cosine,5272,0.08831538832289643,1.3
12521,group_reduced_formula,cosine,3203,0.11808289631180324,1.92
12524,group_reduced_formula,cosine,4510,0.08013378899220025,1.34
12562,group_reduced_formula,cosine,3785,0.08831538832289643,1.8
12565,group_reduced_formula,cosine,4657,0.08831538832289654,2.86
12566,group_reduced_formula,cosine,164,0.08831538832289654,1.22
12569,group_reduced_formula,cosine,3663,0.08831538832289654,1.26
12577,group_reduced_formula,cosine,9990,0.08831538832289643,1.26
12596,group_reduced_formula,cosine,3253,0.11111111111111116,1.12
12627,group_reduced_formula,cosine,2424,0.08013378899220025,2.44
12631,group_reduced_formula,cosine,8075,0.08831538832289643,1.56
12651,group_reduced_formula,cosine,6641,0.08831538832289654,1.36
12656,group_reduced_formula,cosine,16889,0.11808289631180324,1.0
12676,group_reduced_formula,cosine,4037,0.08831538832289654,1.26
12677,group_reduced_formula,cosine,223,0.15484574527148354,1.04
12700,group_reduced_formula,cosine,371,0.08831538832289643,0.64
12703,group_reduced_formula,cosine,2424,0.08013378899220025,0.78
12708,group_reduced_formula,cosine,148,0.08831538832289654,1.3
12713,group_reduced_formula,cosine,2444,0.15484574527148354,2.72
12715,group_reduced_formula,cosine,427,0.08013378899220025,1.7
12723,group_reduced_formula,cosine,986,0.08831538832289654,1.6
12727,group_reduced_formula,cosine,7710,0.08831538832289654,1.08
12730,group_reduced_formula,cosine,2133,0.08831538832289643,0.98
12735,group_reduced_formula,cosine,11217,0.08831538832289643,2.38
12752,group_reduced_formula,cosine,10961,0.08831538832289654,1.3
12804,group_reduced_formula,cosine,18541,0.08013378899220014,1.62
12810,group_reduced_formula,cosine,1443,0.08831538832289643,1.08
12812,group_reduced_formula,cosine,14273,0.08831538832289654,2.78
12842,group_reduced_formula,cosine,3519,0.11111111111111116,1.08
12848,group_reduced_formula,cosine,13789,0.08831538832289643,1.22
12864,group_reduced_formula,cosine,403,0.15484574527148354,1.54
12870,group_reduced_formula,cosine,4097,0.08831538832289654,1.4
12893,group_reduced_formula,cosine,3289,0.08831538832289643,0.98
12909,group_reduced_formula,cosine,7891,0.08013378899220025,2.2
12931,group_reduced_formula,cosine,6087,0.08013378899220025,1.1
12939,group_reduced_formula,cosine,514,0.15484574527148354,1.08
12941,group_reduced_formula,cosine,2859,0.08831538832289643,1.88
12944,group_reduced_formula,cosine,101,0.08013378899220014,2.34
12951,group_reduced_formula,cosine,97,0.09090909090909083,1.38
12956,group_reduced_formula,cosine,1054,0.11808289631180324,1.62
12965,group_reduced_formula,cosine,427,0.08013378899220025,4.3
12967,group_reduced_formula,cosine,1423,0.08831538832289654,1.8
12977,group_reduced_formula,cosine,6357,0.11808289631180324,1.58
12978,group_reduced_formula,cosine,567,0.15484574527148354,1.94
12983,group_reduced_formula,cosine,3049,0.08831538832289654,0.92
12991,group_reduced_formula,cosine,10117,0.08013378899220025,0.76
13009,group_reduced_formula,cosine,515,0.08831538832289654,0.72
13019,group_reduced_formula,cosine,650,0.08013378899220025,2.72
13026,group_reduced_formula,cosine,9221,0.08831538832289654,3.16
13044,group_reduced_formula,cosine,8323,0.08831538832289643,1.74
13047,group_reduced_formula,cosine,14131,0.08831538832289643,1.54
13054,group_reduced_formula,cosine,9808,0.15484574527148354,1.22
13060,group_reduced_formula,cosine,821,0.15484574527148354,1.38
13061,group_reduced_formula,cosine,497,0.15484574527148354,1.34
13062,group_reduced_formula,cosine,7691,0.08831538832289654,1.78
13069,group_reduced_formula,cosine,8718,0.08831538832289654,1.24
13074,group_reduced_formula,cosine,9539,0.08831538832289643,0.96
13093,group_reduced_formula,cosine,3641,0.08831538832289654,2.26
13104,group_reduced_formula,cosine,453,0.08831538832289654,1.14
13124,group_reduced_formula,cosine,34,0.14285714285714302,1.04
13126,group_reduced_formula,cosine,13289,0.08831538832289654,1.72
13128,group_reduced_formula,cosine,658,0.08831538832289643,0.9
13132,group_reduced_formula,cosine,17820,0.08013378899220014,1.16
13140,group_reduced_formula,cosine,2941,0.08013378899220025,2.08
13148,group_reduced_formula,cosine,4571,0.08831538832289654,2.22
13162,group_reduced_formula,cosine,2670,0.08831538832289654,1.52
13168,group_reduced_formula,cosine,4299,0.08013378899220025,1.18
13194,group_reduced_formula,cosine,4439,0.15484574527148354,1.76
13208,group_reduced_formula,cosine,3031,0.11808289631180324,3.2
13212,group_reduced_formula,cosine,10068,0.08831538832289643,1.76
13214,group_reduced_formula,cosine,13911,0.08013378899220025,1.8
13215,group_reduced_formula,cosine,427,0.08013378899220025,2.28
13216,group_reduced_formula,cosine,578,0.11808289631180324,1.52
13237,group_reduced_formula,cosine,4510,0.08013378899220025,0.9
13281,group_reduced_formula,cosine,9188,0.15484574527148354,0.82
13300,group_reduced_formula,cosine,11629,0.08831538832289643,0.78
13313,group_reduced_formula,cosine,12954,0.08831538832289643,0.94
13340,group_reduced_formula,cosine,11703,0.08831538832289654,0.3
13344,group_reduced_formula,cosine,549,0.08013378899220025,1.2
13350,group_reduced_formula,cosine,3521,0.11808289631180324,2.06
13356,group_reduced_formula,cosine,464,0.15484574527148354,1.44
13364,group_reduced_formula,cosine,9051,0.08013378899220025,1.22
13376,group_reduced_formula,cosine,512,0.08831538832289643,1.22
13394,group_reduced_formula,cosine,1089,0.08013378899220014,0.18
13409,group_reduced_formula,cosine,14267,0.11808289631180324,1.28
13423,group_reduced_formula,cosine,12264,0.08831538832289643,1.52
13424,group_reduced_formula,cosine,4730,0.08831538832289643,1.34
13442,group_reduced_formula,cosine,2222,0.15484574527148354,2.06
13443,group_reduced_formula,cosine,4697,0.15484574527148354,1.66
13454,group_reduced_formula,cosine,10260,0.08831538832289654,1.72
13458,group_reduced_formula,cosine,4771,0.08831538832289643,1.46
13466,group_reduced_formula,cosine,1762,0.15484574527148365,1.66
13480,group_reduced_formula,cosine,1267,0.15484574527148354,1.18
13515,group_reduced_formula,cosine,11574,0.08013378899220025,1.14
13540,group_reduced_formula,cosine,5025,0.11808289631180324,1.0
13563,group_reduced_formula,cosine,427,0.08013378899220025,2.4
13568,group_reduced_formula,cosine,10677,0.08831538832289643,1.12
13580,group_reduced_formula,cosine,4060,0.11808289631180324,1.34
13584,group_reduced_formula,cosine,6338,0.08831538832289654,1.18
13591,group_reduced_formula,cosine,10772,0.15484574527148354,1.2
13602,group_reduced_formula,cosine,14603,0.08831538832289654,2.68
13627,group_reduced_formula,cosine,10188,0.08831538832289643,0.66
13634,group_reduced_formula,cosine,14518,0.08013378899220014,0.04
13642,group_reduced_formula,cosine,16642,0.08831538832289654,1.62
13656,group_reduced_formula,cosine,12560,0.11808289631180324,1.94
13678,group_reduced_formula,cosine,2247,0.08013378899220025,0.3
13695,group_reduced_formula,cosine,52,0.08831538832289654,0.8
13709,group_reduced_formula,cosine,2941,0.08013378899220025,1.66
13711,group_reduced_formula,cosine,1267,0.15484574527148354,1.08
13717,group_reduced_formula,cosine,10378,0.08831538832289654,0.18
13718,group_reduced_formula,cosine,1149,0.08013378899220025,1.8
13719,group_reduced_formula,cosine,5975,0.11808289631180324,2.16
13728,group_reduced_formula,cosine,1907,0.11808289631180324,1.1
13736,group_reduced_formula,cosine,1396,0.08831538832289643,1.12
13743,group_reduced_formula,cosine,4571,0.08831538832289654,1.12
13745,group_reduced_formula,cosine,5181,0.08831538832289643,0.84
13749,group_reduced_formula,cosine,10608,0.08831538832289643,-0.08
13754,group_reduced_formula,cosine,16006,0.08013378899220025,0.82
13756,group_reduced_formula,cosine,6612,0.08831538832289643,1.6
13758,group_reduced_formula,cosine,1290,0.15484574527148354,2.14
13764,group_reduced_formula,cosine,8066,0.08831538832289654,1.36
13778,group_reduced_formula,cosine,2038,0.08831538832289654,1.4
13779,group_reduced_formula,cosine,12711,0.08831538832289643,0.24
13792,group_reduced_formula,cosine,10316,0.11808289631180324,0.18
13795,group_reduced_formula,cosine,2424,0.08013378899220025,0.54
13811,group_reduced_formula,cosine,15063,0.08831538832289654,0.98
13823,group_reduced_formula,cosine,1068,0.15484574527148354,0.94
13840,group_reduced_formula,cosine,32,0.14285714285714302,1.02
13848,group_reduced_formula,cosine,16721,0.08013378899220025,1.78
13870,group_reduced_formula,cosine,7460,0.08013378899220025,1.34
13889,group_reduced_formula,cosine,5823,0.08831538832289643,0.36
13902,group_reduced_formula,cosine,9435,0.15484574527148354,0.56
13904,group_reduced_formula,cosine,2188,0.08831538832289654,0.38
13910,group_reduced_formula,cosine,5703,0.08831538832289643,1.2
13919,group_reduced_formula,cosine,4733,0.08831538832289654,1.34
13931,group_reduced_formula,cosine,5848,0.08831538832289654,1.48
13932,group_reduced_formula,cosine,5019,0.11808289631180324,1.0
13936,group_reduced_formula,cosine,11702,0.08831538832289654,1.16
13947,group_reduced_formula,cosine,16035,0.08831538832289654,2.02
13950,group_reduced_formula,cosine,1131,0.15484574527148354,1.98
13960,group_reduced_formula,cosine,537,0.08831538832289654,1.12
13962,group_reduced_formula,cosine,82,0.08831538832289643,1.76
13995,group_reduced_formula,cosine,9336,0.08831538832289654,1.68
13999,group_reduced_formula,cosine,15382,0.11808289631180324,1.34
14003,group_reduced_formula,cosine,6557,0.08013378899220025,1.34
14005,group_reduced_formula,cosine,5975,0.11808289631180324,1.34
14012,group_reduced_formula,cosine,922,0.08831538832289654,1.62
14017,group_reduced_formula,cosine,158,0.08013378899220025,2.3
14031,group_reduced_formula,cosine,9212,0.08013378899220025,1.24
14034,group_reduced_formula,cosine,3878,0.15484574527148354,1.52
14037,group_reduced_formula,cosine,3063,0.08831538832289643,0.4
14041,group_reduced_formula,cosine,4879,0.08831538832289654,3.88
14046,group_reduced_formula,cosine,10176,0.11808289631180324,1.22
14054,group_reduced_formula,cosine,389,0.14285714285714302,3.78
14061,group_reduced_formula,cosine,656,0.08831538832289654,1.6
14071,group_reduced_formula,cosine,9318,0.08831538832289643,0.88
14076,group_reduced_formula,cosine,18865,0.11808289631180324,1.2
14080,group_reduced_formula,cosine,4380,0.15484574527148354,2.06
14090,group_reduced_formula,cosine,34,0.14285714285714302,0.98
14093,group_reduced_formula,cosine,635,0.08831538832289654,1.26
14110,group_reduced_formula,cosine,1041,0.08831538832289643,1.62
14135,group_reduced_formula,cosine,17782,0.11808289631180324,0.6
14148,group_reduced_formula,cosine,1708,0.15484574527148354,1.76
14155,group_reduced_formula,cosine,1755,0.15484574527148354,1.9
14163,group_reduced_formula,cosine,1760,0.11808289631180324,2.1
14168,group_reduced_formula,cosine,3812,0.11808289631180324,0.86
14170,group_reduced_formula,cosine,8787,0.08013378899220025,0.94
14196,group_reduced_formula,cosine,1702,0.08831538832289643,1.88
14203,group_reduced_formula,cosine,549,0.08013378899220025,2.02
14205,group_reduced_formula,cosine,821,0.15484574527148354,1.34
14210,group_reduced_formula,cosine,164,0.08831538832289654,1.72
14229,group_reduced_formula,cosine,2439,0.11808289631180324,1.18
14230,group_reduced_formula,cosine,9212,0.08013378899220014,1.14
14248,group_reduced_formula,cosine,12400,0.08831538832289654,1.02
14274,group_reduced_formula,cosine,448,0.15484574527148354,1.68
14277,group_reduced_formula,cosine,6089,0.08831538832289643,1.74
14281,group_reduced_formula,cosine,1227,0.08831538832289643,1.2
14286,group_reduced_formula,cosine,1140,0.08831538832289654,0.74
14294,group_reduced_formula,cosine,2939,0.08013378899220025,1.72
14313,group_reduced_formula,cosine,489,0.15484574527148354,1.28
14323,group_reduced_formula,cosine,528,0.08831538832289643,0.86
14350,group_reduced_formula,cosine,3327,0.08831538832289654,0.06
14376,group_reduced_formula,cosine,8414,0.08831538832289643,1.74
14384,group_reduced_formula,cosine,3171,0.08013378899220025,2.18
14386,group_reduced_formula,cosine,8787,0.08013378899220025,0.82
14389,group_reduced_formula,cosine,7153,0.08831538832289654,1.52
14396,group_reduced_formula,cosine,3519,0.11808289631180324,1.58
14402,group_reduced_formula,cosine,14171,0.08831538832289654,0.88
14404,group_reduced_formula,cosine,1625,0.08013378899220025,1.26
14442,group_reduced_formula,cosine,656,0.08831538832289654,1.3
14446,group_reduced_formula,cosine,6125,0.08831538832289643,0.82
14463,group_reduced_formula,cosine,10367,0.08013378899220025,0.9
14466,group_reduced_formula,cosine,4207,0.08831538832289654,2.38
14475,group_reduced_formula,cosine,5480,0.08831538832289654,0.84
14477,group_reduced_formula,cosine,1738,0.08831538832289643,3.36
14487,group_reduced_formula,cosine,464,0.15484574527148354,2.56
14497,group_reduced_formula,cosine,14789,0.11808289631180324,1.96
14568,group_reduced_formula,cosine,2439,0.11808289631180324,0.98
14584,group_reduced_formula,cosine,9051,0.08013378899220025,0.26
