sample_id,split_strategy,test_element_set,nearest_train_element_set,max_jaccard_similarity,n_shared_elements,n_test_elements,n_train_elements_nearest,target
14635,group_reduced_formula,F-Hf-Ir-O,F-Hf-Ir-N-O,0.8,4,4,5,1.94
14640,group_reduced_formula,Al-O-Pt-S,Al-O-Pt,0.75,3,4,3,1.7
14641,group_reduced_formula,Ba-N-O-Re,Ba-F-N-O-Re,0.8,4,4,5,0.12
14646,group_reduced_formula,Ag-F-Mn-O,Ag-F-Mn-N-O,0.8,4,4,5,0.58
14652,group_reduced_formula,Mg-N-Nb-O,Mg-N-Nb-O,1.0,4,4,4,1.4
14680,group_reduced_formula,Be-O-Pb,Be-F-O-Pb,0.75,3,3,4,2.32
14689,group_reduced_formula,Cd-N-Na-O,Cd-F-N-Na-O,0.8,4,4,5,2.14
14691,group_reduced_formula,Ge-Nb-O-S,Ge-Nb-O,0.75,3,4,3,0.5
14695,group_reduced_formula,F-K-N-O-V,F-K-N-O,0.8,4,5,4,0.7
14703,group_reduced_formula,F-K-O-Sn,F-K-N-O-Sn,0.8,4,4,5,0.32
14705,group_reduced_formula,Ca-F-O-Ru,Ca-F-N-O-Ru,0.8,4,4,5,2.18
14709,group_reduced_formula,Ni-O-Ti,F-Ni-O-Ti,0.75,3,3,4,1.04
14745,group_reduced_formula,N-Pd-Sr,N-O-Pd-Sr,0.75,3,3,4,2.24
14750,group_reduced_formula,N-O-Os-Ti,N-O-Os-Ti,1.0,4,4,4,1.28
14761,group_reduced_formula,B-O-Sc,B-F-O-Sc,0.75,3,3,4,0.84
14764,group_reduced_formula,Hg-N-O-Te,Hg-N-O-Te,1.0,4,4,4,2.22
14772,group_reduced_formula,As-O-S-Sb,As-O-S,0.75,3,4,3,0.78
14792,group_reduced_formula,O-Pd-S-V,O-Pd-S,0.75,3,4,3,1.3
14798,group_reduced_formula,Au-F-Fe-O,Au-F-Fe-N-O,0.8,4,4,5,1.0
14807,group_reduced_formula,Au-N-O-Pd,Au-N-O-Pd,1.0,4,4,4,2.32
14810,group_reduced_formula,La-O-Ti,F-La-O-Ti,0.75,3,3,4,0.02
14832,group_reduced_formula,F-Ga-Hf-N-O,F-Ga-Hf-O,0.8,4,5,4,0.64
14845,group_reduced_formula,N-Nb-Ni,N-Nb-Ni-O,0.75,3,3,4,1.6
14860,group_reduced_formula,As-N-O-Ta,As-N-O-Ta,1.0,4,4,4,0.56
14867,group_reduced_formula,O-S-Sb-W,O-S-Sb,0.75,3,4,3,0.8
14868,group_reduced_formula,Bi-O-S-Sb,Bi-O-Sb,0.75,3,4,3,1.08
14875,group_reduced_formula,Mg-N-O-Os,Mg-N-O-Os,1.0,4,4,4,1.6
14879,group_reduced_formula,Cu-N-O-Ta,Cu-N-O-Ta,1.0,4,4,4,1.4
14905,group_reduced_formula,Al-F-Mo-N-O,Al-F-Mo-O,0.8,4,5,4,1.38
14911,group_reduced_formula,Li-O-Pd-S,Li-O-Pd,0.75,3,4,3,1.5
14937,group_reduced_formula,N-Na-O-Sb,N-Na-O-Sb,1.0,4,4,4,1.56
14944,group_reduced_formula,Ge-La-N,Ge-La-N-O,0.75,3,3,4,2.24
14945,group_reduced_formula,N-O-Si-Ta,F-N-O-Si-Ta,0.8,4,4,5,0.84
14947,group_reduced_formula,Be-Cs-N-O,Be-Cs-N-O,1.0,4,4,4,2.58
14953,group_reduced_formula,F-Hf-N-O-Rb,F-Hf-O-Rb,0.8,4,5,4,0.84
14957,group_reduced_formula,N-O-Pd-W,N-O-Pd-W,1.0,4,4,4,0.5
14961,group_reduced_formula,Au-F-Fe-O,Au-F-Fe-N-O,0.8,4,4,5,2.38
14966,group_reduced_formula,Bi-F-Ge-N-O,Bi-F-Ge-O,0.8,4,5,4,1.22
14972,group_reduced_formula,Hf-N-Re,Hf-N-O-Re,0.75,3,3,4,2.06
14975,group_reduced_formula,Mo-N-O-Re,Mo-N-O-Re,1.0,4,4,4,1.62
14981,group_reduced_formula,Bi-Co-O,Bi-Co-F-O,0.75,3,3,4,1.14
14995,group_reduced_formula,Cs-N-Zn,Cs-N-O-Zn,0.75,3,3,4,2.88
15001,group_reduced_formula,Ca-F-O-Pt,Ca-F-N-O-Pt,0.8,4,4,5,2.06
15011,group_reduced_formula,N-Nb-O-Rb,F-N-Nb-O-Rb,0.8,4,4,5,1.2
15028,group_reduced_formula,Al-Ir-N,Al-Ir-N-O,0.75,3,3,4,1.58
15037,group_reduced_formula,Li-O-Pd-S,Li-O-Pd,0.75,3,4,3,1.32
15048,group_reduced_formula,Cd-F-N-O-Zr,Cd-F-N-O,0.8,4,5,4,0.52
15070,group_reduced_formula,Cd-Li-N,Cd-Li-N-O,0.75,3,3,4,2.84
15088,group_reduced_formula,Ag-Ca-O-S,Ag-O-S,0.75,3,4,3,1.42
15091,group_reduced_formula,Ag-N-Tl,Ag-N-O-Tl,0.75,3,3,4,2.44
15101,group_reduced_formula,Be-Fe-O-S,Be-Fe-O,0.75,3,4,3,1.08
15150,group_reduced_formula,N-Ni-W,N-Ni-O-W,0.75,3,3,4,1.2
15162,group_reduced_formula,La-O-Ti,F-La-O-Ti,0.75,3,3,4,1.16
15174,group_reduced_formula,O-Os-Ti,F-O-Os-Ti,0.75,3,3,4,1.72
15194,group_reduced_formula,F-Hf-N-O-Tl,F-Hf-O-Tl,0.8,4,5,4,0.6
15202,group_reduced_formula,N-Na,Ag-N-Na,0.6666666666666666,2,2,3,3.08
15213,group_reduced_formula,Mg-O-Si,F-Mg-O-Si,0.75,3,3,4,2.04
15215,group_reduced_formula,B-O-S-Zr,B-O-Zr,0.75,3,4,3,1.42
15220,group_reduced_formula,F-Hg-Li-N-O,F-Hg-Li-O,0.8,4,5,4,1.92
15221,group_reduced_formula,F-Mg-O-Sc,F-Mg-N-O-Sc,0.8,4,4,5,0.76
15224,group_reduced_formula,F-In-Li-N-O,F-In-Li-O,0.8,4,5,4,1.7
15244,group_reduced_formula,N-O-Tl-W,N-O-Tl-W,1.0,4,4,4,0.62
15245,group_reduced_formula,Mo-N-O-Pb,Mo-N-O-Pb,1.0,4,4,4,0.3
15260,group_reduced_formula,Hf-O-Y,Hf-N-O-Y,0.75,3,3,4,0.52
15264,group_reduced_formula,Ag-Au-O,Ag-Au-N-O,0.75,3,3,4,2.06
15272,group_reduced_formula,La-N-O,La-N-O,1.0,3,3,3,0.66
15301,group_reduced_formula,O-Re-Rh-S,O-Re-S,0.75,3,4,3,1.68
15307,group_reduced_formula,F-K-O-Si,F-K-N-O-Si,0.8,4,4,5,3.16
15314,group_reduced_formula,Au-N-O-Y,Au-N-O-Y,1.0,4,4,4,1.7
15330,group_reduced_formula,Mn-N-V,Mn-N-O-V,0.75,3,3,4,1.26
15343,group_reduced_formula,Be-Mg-O-S,Be-O-S,0.75,3,4,3,1.06
15353,group_reduced_formula,F-N-O-W-Zr,F-N-O-W,0.8,4,5,4,1.28
15376,group_reduced_formula,F-Hg-O-W,F-Hg-N-O-W,0.8,4,4,5,0.46
15378,group_reduced_formula,F-N-O-Sc-Ta,F-N-O-Sc,0.8,4,5,4,1.72
15383,group_reduced_formula,Co-F-O-Rb,Co-F-N-O-Rb,0.8,4,4,5,0.92
15390,group_reduced_formula,N-Pb-Pd,N-O-Pb-Pd,0.75,3,3,4,1.76
15392,group_reduced_formula,As-Be-O,As-Be-F-O,0.75,3,3,4,1.1
15394,group_reduced_formula,Cd-F-O-Zr,Cd-F-O,0.75,3,4,3,0.28
15400,group_reduced_formula,N-Sr-W,N-O-Sr-W,0.75,3,3,4,0.64
15439,group_reduced_formula,F-O-Sn-Zr,F-N-O-Sn-Zr,0.8,4,4,5,1.64
15458,group_reduced_formula,Ga-Hf-O-S,Ga-Hf-O,0.75,3,4,3,0.78
15461,group_reduced_formula,Bi-F-N-O-Tl,Bi-F-N-O,0.8,4,5,4,1.38
15485,group_reduced_formula,O-Os-S-Zn,O-Os-S,0.75,3,4,3,1.16
15503,group_reduced_formula,Cu-Ge-O-S,Cu-Ge-O,0.75,3,4,3,1.22
15524,group_reduced_formula,N-O-Rh-Sn,N-O-Rh-Sn,1.0,4,4,4,1.04
15525,group_reduced_formula,N-O-Ru-Sn,N-O-Ru-Sn,1.0,4,4,4,1.1
15532,group_reduced_formula,Ga-N-Os,Ga-N-O-Os,0.75,3,3,4,1.84
15535,group_reduced_formula,In-O-Rh,F-In-O-Rh,0.75,3,3,4,0.94
15545,group_reduced_formula,Ca-Mg-N,Ca-Mg-N-O,0.75,3,3,4,2.34
15547,group_reduced_formula,Ba-Ni-O,Ba-F-Ni-O,0.75,3,3,4,2.36
15551,group_reduced_formula,N-O-Pd-Pt,F-N-O-Pd-Pt,0.8,4,4,5,1.84
15552,group_reduced_formula,Ag-O-W,Ag-F-O-W,0.75,3,3,4,0.3
15554,group_reduced_formula,N-Os-Sc,N-O-Os-Sc,0.75,3,3,4,1.5
15557,group_reduced_formula,Ag-F-Mg-O,Ag-F-Mg-N-O,0.8,4,4,5,1.18
15569,group_reduced_formula,Cd-F-O-Re,Cd-F-N-O-Re,0.8,4,4,5,2.04
15578,group_reduced_formula,Hg-N-O-Tl,Hg-N-O-Tl,1.0,4,4,4,2.1
15583,group_reduced_formula,Ag-Au-O,Ag-Au-N-O,0.75,3,3,4,1.98
15593,group_reduced_formula,Ag-In-O,Ag-F-In-O,0.75,3,3,4,1.36
15629,group_reduced_formula,B-Ba-F-N-O,B-Ba-F-O,0.8,4,5,4,1.26
15657,group_reduced_formula,O-Re-Ti,N-O-Re-Ti,0.75,3,3,4,1.28
15670,group_reduced_formula,B-Cr-O-S,B-Cr-O,0.75,3,4,3,1.16
15674,group_reduced_formula,Co-F-Ga-N-O,Co-F-Ga-O,0.8,4,5,4,1.3
15693,group_reduced_formula,N-Ni-O-Sn,N-Ni-O-Sn,1.0,4,4,4,1.3
15694,group_reduced_formula,Al-Cs-F-O,Al-Cs-F-N-O,0.8,4,4,5,0.9
15704,group_reduced_formula,Ca-N-O-V,Ca-N-O-V,1.0,4,4,4,1.66
15715,group_reduced_formula,Hg-K-O-S,Hg-K-O,0.75,3,4,3,2.8
15717,group_reduced_formula,Hg-Ir-N,Hg-Ir-N-O,0.75,3,3,4,1.74
15718,group_reduced_formula,Co-Ni-O,Co-F-Ni-O,0.75,3,3,4,1.4
15738,group_reduced_formula,Bi-O-S-Te,Bi-O-Te,0.75,3,4,3,0.92
15739,group_reduced_formula,Cs-O-Rb-S,Cs-O-Rb,0.75,3,4,3,2.6
15756,group_reduced_formula,F-La-Ni-O,F-La-N-Ni-O,0.8,4,4,5,0.5
15763,group_reduced_formula,Li-O-S-W,Li-O-S,0.75,3,4,3,2.28
15769,group_reduced_formula,Fe-N-O-Re,Fe-N-O-Re,1.0,4,4,4,0.94
15770,group_reduced_formula,B-Mg-N-O,B-Mg-N-O,1.0,4,4,4,3.08
15771,group_reduced_formula,Au-Mo-N-O,Au-Mo-N-O,1.0,4,4,4,1.86
15777,group_reduced_formula,Ga-O-Si,F-Ga-O-Si,0.75,3,3,4,1.24
15785,group_reduced_formula,O-Rh-S-Zn,O-Rh-S,0.75,3,4,3,1.94
15797,group_reduced_formula,N-O-Pt-Zn,F-N-O-Pt-Zn,0.8,4,4,5,1.68
15800,group_reduced_formula,N-O-Ta-Y,N-O-Ta-Y,1.0,4,4,4,0.14
15808,group_reduced_formula,Mn-N-O-Zn,Mn-N-O-Zn,1.0,4,4,4,1.48
15809,group_reduced_formula,Ni-O-Sr,F-Ni-O-Sr,0.75,3,3,4,1.58
15811,group_reduced_formula,Au-F-O-Ta,Au-F-N-O-Ta,0.8,4,4,5,2.2
15816,group_reduced_formula,Ba-F-In-N-O,Ba-F-N-O,0.8,4,5,4,0.68
15817,group_reduced_formula,Al-F-O-Te,Al-F-N-O-Te,0.8,4,4,5,1.58
15829,group_reduced_formula,F-N-O-Zn,Ag-F-N-O-Zn,0.8,4,4,5,1.46
15832,group_reduced_formula,Ba-Bi-N-O,Ba-Bi-N-O,1.0,4,4,4,0.7
15839,group_reduced_formula,O-Rh-S-Zn,O-Rh-S,0.75,3,4,3,1.16
15848,group_reduced_formula,Al-F-Mn-O,Al-F-Mn-N-O,0.8,4,4,5,0.26
15855,group_reduced_formula,Ag-Al-F-O,Ag-Al-F-N-O,0.8,4,4,5,0.68
15876,group_reduced_formula,Hf-O-S-Ta,Hf-O-S,0.75,3,4,3,1.38
15883,group_reduced_formula,Ba-O-Ru,Ba-F-O-Ru,0.75,3,3,4,0.42
15884,group_reduced_formula,O-Sc-Si,F-O-Sc-Si,0.75,3,3,4,1.66
15886,group_reduced_formula,Cu-F-N-O-Y,Cu-F-N-O,0.8,4,5,4,1.2
15906,group_reduced_formula,N-O-V-W,N-O-V-W,1.0,4,4,4,0.76
15907,group_reduced_formula,Hg-N-O-Sn,Hg-N-O-Sn,1.0,4,4,4,1.36
15910,group_reduced_formula,N-Ni-Rb,N-Ni-O-Rb,0.75,3,3,4,4.48
15912,group_reduced_formula,Cr-Li-O-S,Cr-Li-O,0.75,3,4,3,0.78
15915,group_reduced_formula,K-O-S-Sb,K-O-S,0.75,3,4,3,2.68
15916,group_reduced_formula,Al-O-Re,Al-F-O-Re,0.75,3,3,4,1.36
15920,group_reduced_formula,F-K-O-Te,F-K-N-O-Te,0.8,4,4,5,0.56
15928,group_reduced_formula,Ba-Cr-F-O,Ba-Cr-F-N-O,0.8,4,4,5,-0.06
15931,group_reduced_formula,Ag-F-O-Pt,Ag-F-N-O-Pt,0.8,4,4,5,1.94
15934,group_reduced_formula,Bi-O-Ta,Bi-F-O-Ta,0.75,3,3,4,0.24
15937,group_reduced_formula,As-O-S-Y,As-O-S,0.75,3,4,3,0.92
15950,group_reduced_formula,F-Hf-N-O-Rb,F-Hf-O-Rb,0.8,4,5,4,3.68
15955,group_reduced_formula,F-K-O-Te,F-K-N-O-Te,0.8,4,4,5,2.48
15960,group_reduced_formula,N-O-Tl-W,N-O-Tl-W,1.0,4,4,4,1.9
15966,group_reduced_formula,Cr-F-Hf-N-O,Cr-F-Hf-O,0.8,4,5,4,1.3
15973,group_reduced_formula,As-N-O-Ta,As-N-O-Ta,1.0,4,4,4,1.24
15979,group_reduced_formula,Au-In-N,Au-In-N-O,0.75,3,3,4,1.96
15996,group_reduced_formula,F-Fe-Na-O,F-Fe-O,0.75,3,4,3,0.54
16024,group_reduced_formula,Ag-N-Rh,Ag-N-O-Rh,0.75,3,3,4,1.94
16025,group_reduced_formula,F-La-N-O-Te,F-La-N-O,0.8,4,5,4,1.34
16047,group_reduced_formula,Cd-F-Li-N-O,Cd-F-Li-O,0.8,4,5,4,1.74
16051,group_reduced_formula,O-Ta-W,N-O-Ta-W,0.75,3,3,4,1.06
16053,group_reduced_formula,Au-O-S-Ta,Au-O-S,0.75,3,4,3,1.58
16058,group_reduced_formula,Al-O-S-Te,Al-O-S,0.75,3,4,3,1.62
16082,group_reduced_formula,F-In-Li-N-O,F-In-Li-O,0.8,4,5,4,1.36
16083,group_reduced_formula,Ir-N-O-Pt,Ir-N-O-Pt,1.0,4,4,4,1.98
16122,group_reduced_formula,Be-N-O-Sb,Be-N-O-Sb,1.0,4,4,4,2.24
16124,group_reduced_formula,Cu-O-Re,Cu-F-O-Re,0.75,3,3,4,0.68
16125,group_reduced_formula,Ge-Ir-N-O,Ge-Ir-N-O,1.0,4,4,4,1.36
16126,group_reduced_formula,Ge-O-S-V,Ge-O-S,0.75,3,4,3,0.46
16144,group_reduced_formula,N-Sr-W,N-O-Sr-W,0.75,3,3,4,2.1
16154,group_reduced_formula,As-F-N-O,Al-As-F-N-O,0.8,4,4,5,1.1
16211,group_reduced_formula,Cr-N-Zr,Cr-N-O-Zr,0.75,3,3,4,0.8
16215,group_reduced_formula,Cs-Fe-N,Cs-N,0.6666666666666666,2,3,2,2.26
16217,group_reduced_formula,N-Ti-Tl,N-O-Ti-Tl,0.75,3,3,4,2.92
16220,group_reduced_formula,Be-Ca-F-N-O,Be-Ca-F-O,0.8,4,5,4,2.88
16237,group_reduced_formula,Cr-Mo-N-O,Cr-Mo-N-O,1.0,4,4,4,0.68
16241,group_reduced_formula,F-Hg-Li-N-O,F-Hg-Li-O,0.8,4,5,4,2.02
16249,group_reduced_formula,Cr-F-Li-O,Cr-F-Li-N-O,0.8,4,4,5,0.32
16252,group_reduced_formula,Cd-Mg-N-O,Cd-Mg-N-O,1.0,4,4,4,1.44
16256,group_reduced_formula,Cr-In-N-O,Cr-In-N-O,1.0,4,4,4,0.94
16259,group_reduced_formula,Fe-O-S-Sc,Fe-O-S,0.75,3,4,3,1.06
16266,group_reduced_formula,Au-Ca-F-N-O,Au-Ca-F-O,0.8,4,5,4,2.22
16279,group_reduced_formula,Cu-O-S-Tl,O-S-Tl,0.75,3,4,3,1.2
16282,group_reduced_formula,Bi-O-S-Te,Bi-O-Te,0.75,3,4,3,1.08
16288,group_reduced_formula,Cs-Mg-O-S,Cs-Mg-O,0.75,3,4,3,1.78
16315,group_reduced_formula,K-Na-O,F-K-Na-O,0.75,3,3,4,2.22
16320,group_reduced_formula,As-Nb-O-S,As-Nb-O,0.75,3,4,3,1.1
16330,group_reduced_formula,Hf-N-O-Si,F-Hf-N-O-Si,0.8,4,4,5,1.52
16331,group_reduced_formula,Cd-N-Y,Cd-N-O-Y,0.75,3,3,4,1.92
16334,group_reduced_formula,Mn-N-O-Sr,Mn-N-O-Sr,1.0,4,4,4,1.12
16350,group_reduced_formula,Ca-Hf-N-O,Ca-Hf-N-O,1.0,4,4,4,0.42
16358,group_reduced_formula,Mg-N-Ta,Mg-N-O-Ta,0.75,3,3,4,1.16
16373,group_reduced_formula,Al-Ge-O,Al-F-Ge-O,0.75,3,3,4,0.76
16381,group_reduced_formula,Ag-N-O-Rh,Ag-N-O-Rh,1.0,4,4,4,1.64
16408,group_reduced_formula,N-O-Pd-Ru,N-O-Pd-Ru,1.0,4,4,4,1.86
16418,group_reduced_formula,Cs-Ga-O-S,Cs-Ga-O,0.75,3,4,3,2.78
16447,group_reduced_formula,Cu-La-N-O,Cu-La-N-O,1.0,4,4,4,2.06
16457,group_reduced_formula,N-O-Pd-Y,F-N-O-Pd-Y,0.8,4,4,5,1.4
16480,group_reduced_formula,F-Hg-O-Zn,F-Hg-N-O-Zn,0.8,4,4,5,1.04
16485,group_reduced_formula,Hg-Mg-O,F-Hg-Mg-O,0.75,3,3,4,1.34
16488,group_reduced_formula,O-Ru-Te,F-O-Ru-Te,0.75,3,3,4,1.62
16499,group_reduced_formula,Mg-N-Rh,Mg-N-O-Rh,0.75,3,3,4,2.78
16516,group_reduced_formula,Ca-N-O-Rb,Ca-N-O-Rb,1.0,4,4,4,3.56
16522,group_reduced_formula,Ag-Fe-N-O,Ag-Fe-N-O,1.0,4,4,4,1.82
16526,group_reduced_formula,Bi-N-O-Si,Bi-N-O-Si,1.0,4,4,4,0.76
16530,group_reduced_formula,F-In-N-O-Zr,F-In-N-O,0.8,4,5,4,0.52
16533,group_reduced_formula,Hf-O-V,Hf-N-O-V,0.75,3,3,4,0.64
16541,group_reduced_formula,Ag-Bi-N,Ag-Bi-N-O,0.75,3,3,4,1.94
16546,group_reduced_formula,Cs-F-N-O-Tl,Cs-F-N-O,0.8,4,5,4,2.28
16571,group_reduced_formula,Au-In-N-O,Au-In-N-O,1.0,4,4,4,1.72
16575,group_reduced_formula,N-O-Pd-Sr,N-O-Pd-Sr,1.0,4,4,4,3.18
16583,group_reduced_formula,In-O-S-V,In-O-S,0.75,3,4,3,0.9
16585,group_reduced_formula,Cr-Hf-O-S,Cr-Hf-O,0.75,3,4,3,0.96
16587,group_reduced_formula,Ca-Co-N-O,Ca-Co-F-N-O,0.8,4,4,5,0.86
16620,group_reduced_formula,F-Li-Nb-O,F-Nb-O,0.75,3,4,3,1.16
16630,group_reduced_formula,Al-Cs-O,Al-Cs-N-O,0.75,3,3,4,0.96
16645,group_reduced_formula,F-Mo-N-O-Pb,F-Mo-N-O,0.8,4,5,4,1.86
16647,group_reduced_formula,Cs-N-O-Zr,Cs-N-O-Zr,1.0,4,4,4,1.64
16652,group_reduced_formula,In-O-Sc,F-In-O-Sc,0.75,3,3,4,0.7
16657,group_reduced_formula,O-Sr-Ta,F-O-Sr-Ta,0.75,3,3,4,1.66
16660,group_reduced_formula,Li-O-Pb-S,Li-O-Pb,0.75,3,4,3,1.74
16677,group_reduced_formula,N-O-Ru-Sb,F-N-O-Ru-Sb,0.8,4,4,5,1.52
16679,group_reduced_formula,Cd-F-N-O-Si,Cd-F-N-O,0.8,4,5,4,0.82
16681,group_reduced_formula,La-O-Rh,La-N-O-Rh,0.75,3,3,4,1.28
16682,group_reduced_formula,Ba-F-N-O-Sc,Ba-F-N-O,0.8,4,5,4,0.56
16748,group_reduced_formula,Ba-O-Ru,Ba-F-O-Ru,0.75,3,3,4,2.48
16751,group_reduced_formula,F-Fe-N-O-Rb,F-Fe-N-O,0.8,4,5,4,3.76
16763,group_reduced_formula,N-O-Sr-W,N-O-Sr-W,1.0,4,4,4,1.58
16772,group_reduced_formula,Ga-N-Zn,Ga-N-O-Zn,0.75,3,3,4,2.3
16788,group_reduced_formula,F-K-O,Al-F-K-O,0.75,3,3,4,1.64
16789,group_reduced_formula,O-Os-S-Zn,O-Os-S,0.75,3,4,3,1.76
16834,group_reduced_formula,N-V-Y,N-O-V-Y,0.75,3,3,4,0.46
16836,group_reduced_formula,N-Os-Sc,N-O-Os-Sc,0.75,3,3,4,1.12
16839,group_reduced_formula,Mn-O-S-Te,Mn-O-S,0.75,3,4,3,1.08
16844,group_reduced_formula,Co-F-Li-N-O,Co-F-Li-O,0.8,4,5,4,2.38
16853,group_reduced_formula,O-Pb-S-Zn,O-Pb-S,0.75,3,4,3,1.16
16854,group_reduced_formula,Cs-F-N-O-V,Cs-F-N-O,0.8,4,5,4,3.6
16882,group_reduced_formula,B-F-Ga-O,B-F-Ga-N-O,0.8,4,4,5,1.8
16893,group_reduced_formula,K-N-Pb,K-N-O-Pb,0.75,3,3,4,2.56
16899,group_reduced_formula,Ba-Cd-N,Ba-Cd-N-O,0.75,3,3,4,2.98
16905,group_reduced_formula,As-Cd-N,As-Cd-N-O,0.75,3,3,4,1.68
16913,group_reduced_formula,Mg-N-O-Tl,Mg-N-O,0.75,3,4,3,2.56
16916,group_reduced_formula,Mn-Ni-O-S,Mn-Ni-O,0.75,3,4,3,0.92
16919,group_reduced_formula,Cd-N-O-Te,Cd-N-O-Te,1.0,4,4,4,1.0
16924,group_reduced_formula,As-N-Zr,As-N-O-Zr,0.75,3,3,4,1.78
16955,group_reduced_formula,F-O-Ti-Tl,F-N-O-Ti-Tl,0.8,4,4,5,1.62
16968,group_reduced_formula,Be-O-Re-S,Be-O-Re,0.75,3,4,3,1.24
16970,group_reduced_formula,F-Li-N-Nb-O,F-Li-N-O,0.8,4,5,4,1.56
16972,group_reduced_formula,N-O-V-W,N-O-V-W,1.0,4,4,4,1.36
16974,group_reduced_formula,Be-Cu-O-S,Be-Cu-O,0.75,3,4,3,1.32
16997,group_reduced_formula,F-N-O-Sc-Sn,F-N-O-Sc,0.8,4,5,4,1.4
17000,group_reduced_formula,Bi-F-Mg-N-O,Bi-F-N-O,0.8,4,5,4,1.08
17004,group_reduced_formula,Ba-Ga-N-O,Ba-Ga-N-O,1.0,4,4,4,2.74
17010,group_reduced_formula,F-Mg-O-Os,F-O-Os,0.75,3,4,3,1.48
17019,group_reduced_formula,N-O-Re-V,N-O-Re-V,1.0,4,4,4,0.86
17022,group_reduced_formula,Co-O-Os-S,Co-O-Os,0.75,3,4,3,1.26
17023,group_reduced_formula,Ba-N-Re,Ba-N,0.6666666666666666,2,3,2,0.5
17036,group_reduced_formula,O-Pd-W,N-O-Pd-W,0.75,3,3,4,1.66
17044,group_reduced_formula,Ba-F-O-Sc,Ba-O-Sc,0.75,3,4,3,0.04
17048,group_reduced_formula,Ga-O-S-W,Ga-O-S,0.75,3,4,3,1.3
17053,group_reduced_formula,Ca-F-O-Y,Ca-F-N-O-Y,0.8,4,4,5,1.12
17055,group_reduced_formula,Ag-Bi-O,Ag-Bi-F-O,0.75,3,3,4,1.22
17081,group_reduced_formula,Bi-Cs-O,Bi-Cs-F-O,0.75,3,3,4,1.48
17092,group_reduced_formula,Au-N-Zn,Au-N-O-Zn,0.75,3,3,4,2.04
17103,group_reduced_formula,Hg-N-O-Te,Hg-N-O-Te,1.0,4,4,4,1.32
17104,group_reduced_formula,Hg-N-Os,Hg-N-O-Os,0.75,3,3,4,1.46
17105,group_reduced_formula,F-N-O-Re-Ru,F-N-O-Re,0.8,4,5,4,1.92
17109,group_reduced_formula,Fe-O-Y,F-Fe-O-Y,0.75,3,3,4,2.02
17117,group_reduced_formula,O-Os-Rh,F-O-Os-Rh,0.75,3,3,4,1.58
17133,group_reduced_formula,F-Ge-O-W,F-Ge-N-O-W,0.8,4,4,5,0.7
17157,group_reduced_formula,Ba-Cu-N-O,Ba-Cu-N-O,1.0,4,4,4,1.52
17192,group_reduced_formula,Co-O-Ta,Co-F-O-Ta,0.75,3,3,4,1.22
17193,group_reduced_formula,Ag-K-N,Ag-K-N-O,0.75,3,3,4,3.72
17200,group_reduced_formula,Ni-O-Ti,F-Ni-O-Ti,0.75,3,3,4,0.46
17207,group_reduced_formula,Fe-O-Y,F-Fe-O-Y,0.75,3,3,4,0.46
17209,group_reduced_formula,N-Pb-V,N-O-Pb-V,0.75,3,3,4,2.56
17221,group_reduced_formula,Cs-Ge-N,Cs-N,0.6666666666666666,2,3,2,2.32
17241,group_reduced_formula,Ag-F-Ni-O,Ag-F-N-Ni-O,0.8,4,4,5,1.04
17255,group_reduced_formula,B-N-O-Sr,B-N-O-Sr,1.0,4,4,4,3.44
17365,group_reduced_formula,Al-O-S-Zr,Al-O-S,0.75,3,4,3,0.94
17368,group_reduced_formula,Hf-O-Rh,F-Hf-O-Rh,0.75,3,3,4,1.04
17389,group_reduced_formula,N-O-Te-Zn,N-O-Te-Zn,1.0,4,4,4,1.3
17390,group_reduced_formula,F-Li-N-O-Ta,F-Li-N-O,0.8,4,5,4,0.52
17409,group_reduced_formula,N-O-Pb-V,N-O-Pb-V,1.0,4,4,4,1.88
17416,group_reduced_formula,F-In-O-Rb,F-In-N-O-Rb,0.8,4,4,5,0.58
17431,group_reduced_formula,Bi-O-Pd,Bi-F-O-Pd,0.75,3,3,4,1.02
17443,group_reduced_formula,N-O-Si-Ta,F-N-O-Si-Ta,0.8,4,4,5,0.9
17444,group_reduced_formula,Ca-N-O-Rb,Ca-N-O-Rb,1.0,4,4,4,2.86
17477,group_reduced_formula,As-Na-O-S,As-O-S,0.75,3,4,3,1.02
17478,group_reduced_formula,Hf-O-S-Ta,Hf-O-S,0.75,3,4,3,0.96
17484,group_reduced_formula,Bi-N-O-Rh,Bi-N-O-Rh,1.0,4,4,4,1.04
17486,group_reduced_formula,O-Pt-Ta,F-O-Pt-Ta,0.75,3,3,4,1.58
17508,group_reduced_formula,F-Mn-N-Ni-O,F-Mn-N-O,0.8,4,5,4,1.22
17517,group_reduced_formula,O-Ti-V,F-O-Ti-V,0.75,3,3,4,0.76
17522,group_reduced_formula,B-Cd-N-O,B-Cd-O,0.75,3,4,3,1.88
17527,group_reduced_formula,Mg-O-Rh-S,O-Rh-S,0.75,3,4,3,1.2
17542,group_reduced_formula,In-Mg-N-O,In-Mg-N-O,1.0,4,4,4,2.02
17559,group_reduced_formula,Ag-O-Ru,Ag-F-O-Ru,0.75,3,3,4,2.34
17562,group_reduced_formula,Au-N-O-Ta,Au-N-O-Ta,1.0,4,4,4,0.78
17584,group_reduced_formula,Cs-Hf-O-S,Cs-Hf-O,0.75,3,4,3,3.88
